prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
해변에서 상철과 승우가 놀고 있었습니다. 정우가 예쁜 선물을 발견하고는,692,1,4,6,7,10,18,20,27,28, 다, �, 다, 다, �, �,ablation," """,0.0776,0.0,0.0018
식당에서 동현과 수아가 게임을 했습니다. 벌칙으로 현준가 선물을 건네며,842,1,4,6,7,9,21,23,28,29, 지, 하, 지, 지, 하, 하,ablation,",",0.2021,0.0025,0.0033
병원에 상철과 예린가 앉아있었습니다. 승우는 자신이 아끼는 우산을 챙겨서,557,1,3,5,6,8,15,18,31,32, 지, �, 지, 지, �, �,eval, 예,0.0598,0.0,0.0086
조용한 카페에서 영희와 정훈가 식사를 마쳤습니다. 성민가 가방에서 장난감을 꺼내더니,738,1,8,10,11,13,21,23,36,37, 서, 시, 서, 서, 시, 시,ablation, 영,0.2031,0.0015,0.0023
놀이터에서 철수와 재민가 놀고 있었습니다. 태윤가 예쁜 사과를 발견하고는,675,1,5,8,9,11,19,22,30,31, �, 다, �, �, 다, 다,ablation, 그,0.0386,0.0038,0.0
놀이터에 가은과 정우가 함께 도착했습니다. 민재는 미리 준비한 우산을 내밀며,177,1,5,7,8,10,16,19,29,30, 서, �, 서, 서, �, �,ablation," """,0.1147,0.0,0.0014
"어느 화창한 날, 놀이터에서 하은과 가은가 산책을 했습니다. 진우가 바닥에서 사과를 주워서",375,1,16,18,19,21,30,32,41,42, 도, 시, 도, 도, 시, 시,ablation, 가,0.0635,0.0012,0.0023
카페에 승민과 하린가 방문했습니다. 건우는 기념품으로 산 책을 조심스럽게,930,1,4,7,8,10,14,16,29,30, 예, �, 예, 예, �, �,ablation, 보,0.106,0.0,0.0002
병원에 지원과 승우가 함께 도착했습니다. 현준는 미리 준비한 우산을 내밀며,157,1,3,4,5,8,14,16,26,27, 서, 예, 서, 서, 예, 예,ablation," """,0.0991,0.0018,0.0038
백화점에 예린과 소율가 앉아있었습니다. 하린는 자신이 아끼는 사과를 챙겨서,585,1,5,7,8,10,17,19,32,33, 지, 서, 지, 지, 서, 서,ablation, 소,0.0493,0.011,0.0052
조용한 놀이터에서 수아와 예린가 식사를 마쳤습니다. 정우가 가방에서 공을 꺼내더니,771,1,10,12,13,15,23,25,36,37, 주, 지, 주, 주, 지, 지,ablation,",",0.1924,0.0045,0.0051
카페에서 성민과 하린가 공부를 하고 있었습니다. 갑자기 진우가 책을 집어 들고는,230,1,4,6,7,9,21,23,30,31, 도, 영, 도, 도, 영, 영,eval," """,0.1377,0.0011,0.0037
조용한 카페에서 우진과 선우가 식사를 마쳤습니다. 민재가 가방에서 편지를 꺼내더니,734,1,8,10,11,13,21,24,37,38, 서, �, 서, 서, �, �,ablation,",",0.2441,0.0,0.0029
식당에서 지민과 건우가 쇼핑을 했습니다. 현준가 새로 산 책을 포장해서,440,1,4,6,7,9,19,21,29,30, 지, 서, 지, 지, 서, 서,eval, 지,0.1279,0.0007,0.1279
"어느 화창한 날, 병원에서 유진과 소율가 산책을 했습니다. 건우가 바닥에서 책을 주워서",350,1,14,16,17,19,28,30,38,39, 서, 영, 서, 서, 영, 영,ablation, �,0.1475,0.0007,0.0031
도서관에서 지민과 영호가 쇼핑을 했습니다. 우진가 새로 산 사과를 포장해서,425,1,5,7,8,10,20,22,31,32, 지, 서, 지, 지, 서, 서,ablation, 도,0.0586,0.0011,0.0549
공원에서 상철과 윤서가 게임을 했습니다. 벌칙으로 진우가 우산을 건네며,817,1,4,6,7,10,22,24,30,31, 주, �, 주, 주, �, �,circuit,",",0.0845,0.0,0.0035
"어느 화창한 날, 영화관에서 하린과 현우가 산책을 했습니다. 우진가 바닥에서 지갑을 주워서",366,1,13,15,16,18,27,29,38,39, 서, 지, 서, 서, 지, 지,eval, 현,0.2158,0.0095,0.0007
해변에서 동현과 재민가 게임을 했습니다. 벌칙으로 하린가 지갑을 건네며,896,1,4,6,7,9,21,23,29,30, 도, 수, 도, 도, 수, 수,ablation,",",0.1504,0.0023,0.009
해변에 수아와 가은가 앉아있었습니다. 현준는 자신이 아끼는 편지를 챙겨서,594,1,4,6,7,9,16,18,32,33, 주, 영, 주, 주, 영, 영,ablation, 수,0.0576,0.0006,0.0146
조용한 도서관에서 영호와 가은가 식사를 마쳤습니다. 연우가 가방에서 지갑을 꺼내더니,726,1,8,10,11,13,21,23,35,36, 지, 다, 지, 지, 다, 다,eval,",",0.1992,0.002,0.0112
놀이터에서 서연과 영희가 게임을 했습니다. 벌칙으로 예린가 열쇠를 건네며,879,1,5,7,8,10,22,24,30,31, 예, 지, 예, 예, 지, 지,ablation,",",0.1689,0.0035,0.007
조용한 카페에서 하린과 선우가 식사를 마쳤습니다. 민재가 가방에서 편지를 꺼내더니,734,1,8,10,11,13,21,24,37,38, 지, �, 지, 지, �, �,ablation,",",0.2227,0.0,0.0041
병원에 재민과 유진가 함께 도착했습니다. 수아는 미리 준비한 우산을 내밀며,157,1,3,5,6,8,14,16,26,27, 예, 서, 예, 예, 서, 서,ablation," """,0.0732,0.0018,0.0019
"어느 화창한 날, 식당에서 예린과 현우가 산책을 했습니다. 진우가 바닥에서 선물을 주워서",342,1,14,16,17,19,28,30,38,39, 지, 영, 지, 지, 영, 영,ablation, 현,0.084,0.0008,0.0053
"어느 화창한 날, 학교에서 수진과 건우가 산책을 했습니다. 민재가 바닥에서 장난감을 주워서",308,1,14,16,17,19,28,31,41,42, 지, �, 지, 지, �, �,ablation, 건,0.208,0.0,0.0097
조용한 카페에서 주원과 지우가 식사를 마쳤습니다. 동현가 가방에서 연필을 꺼내더니,733,1,8,10,11,13,21,23,35,36, 지, 시, 지, 지, 시, 시,circuit,",",0.2207,0.0013,0.0811
카페에 수아와 예린가 방문했습니다. 정우는 기념품으로 산 책을 조심스럽게,930,1,4,6,7,9,13,15,28,29, 지, 서, 지, 지, 서, 서,ablation, 보,0.1074,0.0004,0.0106
카페에서 성민과 연우가 놀고 있었습니다. 현준가 예쁜 사과를 발견하고는,635,1,4,6,7,9,17,19,27,28, 하, 영, 하, 하, 영, 영,circuit," """,0.0518,0.003,0.0157
영화관에서 상철과 수아가 놀고 있었습니다. 우진가 예쁜 지갑을 발견하고는,666,1,5,7,8,10,18,20,28,29, 도, 서, 도, 도, 서, 서,ablation, 그,0.0654,0.0014,0.0031
학교에 상철과 하린가 함께 도착했습니다. 정우는 미리 준비한 편지를 내밀며,104,1,3,5,6,8,14,16,27,28, 지, 서, 지, 지, 서, 서,ablation," """,0.0547,0.0037,0.0023
공원에서 현우와 선우가 이야기를 나누고 있었습니다. 현준가 선물을 꺼내어,12,1,4,6,7,9,18,20,27,28, 지, 수, 지, 지, 수, 수,ablation, 선,0.2363,0.0007,0.0022
학교에 상철과 선우가 함께 도착했습니다. 연우는 미리 준비한 지갑을 내밀며,106,1,3,5,6,8,14,16,26,27, 하, 영, 하, 하, 영, 영,circuit, 선,0.1797,0.0011,0.0058
백화점에 우진과 태윤가 앉아있었습니다. 정우는 자신이 아끼는 책을 챙겨서,580,1,5,7,8,11,18,20,32,33, 지, �, 지, 지, �, �,ablation, �,0.0552,0.0,0.0075
놀이터에서 재민과 수아가 공부를 하고 있었습니다. 갑자기 정우가 편지를 집어 들고는,274,1,5,7,8,10,22,24,33,34, 지, 하, 지, 지, 하, 하,ablation," """,0.1797,0.0058,0.0011
조용한 놀이터에서 동현과 소율가 식사를 마쳤습니다. 우진가 가방에서 선물을 꺼내더니,772,1,10,12,13,15,23,25,36,37, 예, 수, 예, 예, 수, 수,ablation,",",0.2178,0.0029,0.0011
해변에 소율과 하린가 앉아있었습니다. 선우는 자신이 아끼는 선물을 챙겨서,592,1,4,6,7,9,16,18,30,31, 주, 정, 주, 주, 정, 정,ablation, �,0.03,0.0023,0.0125
식당에서 승우와 현준가 쇼핑을 했습니다. 진우가 새로 산 장난감을 포장해서,448,1,4,7,8,10,20,22,32,33, 서, �, 서, 서, �, �,ablation, �,0.0459,0.0,0.0011
"어느 화창한 날, 식당에서 재민과 우진가 산책을 했습니다. 민재가 바닥에서 책을 주워서",340,1,14,16,17,19,28,31,39,40, 지, �, 지, 지, �, �,ablation, 우,0.2754,0.0,0.0057
식당에서 다은과 민지가 게임을 했습니다. 벌칙으로 건우가 우산을 건네며,847,1,4,6,7,10,22,24,30,31, 지, �, 지, 지, �, �,ablation, 다,0.1523,0.0,0.0071
병원에 주원과 서연가 앉아있었습니다. 영희는 자신이 아끼는 공을 챙겨서,551,1,3,5,6,8,15,17,29,30, 지, 시, 지, 지, 시, 시,ablation, 주,0.0305,0.0044,0.0068
공원에 은지와 지원가 앉아있었습니다. 우진는 자신이 아끼는 연필을 챙겨서,513,1,4,7,8,9,16,18,31,32, 도, 지, 도, 도, 지, 지,ablation, �,0.0864,0.0281,0.0092
카페에서 서윤과 정훈가 쇼핑을 했습니다. 현우가 새로 산 사과를 포장해서,435,1,4,6,7,9,19,21,30,31, 도, 예, 도, 도, 예, 예,ablation, �,0.0649,0.001,0.0032
도서관에서 정훈과 건우가 놀고 있었습니다. 선우가 예쁜 연필을 발견하고는,623,1,5,7,8,10,18,20,28,29, 예, 서, 예, 예, 서, 서,ablation," """,0.0757,0.0012,0.0025
"어느 화창한 날, 백화점에서 지안과 다은가 산책을 했습니다. 수진가 바닥에서 장난감을 주워서",388,1,15,17,18,20,29,31,41,42, 예, 주, 예, 예, 주, 주,ablation, 지,0.0874,0.0092,0.0007
"어느 화창한 날, 도서관에서 수진과 소율가 산책을 했습니다. 가은가 바닥에서 사과를 주워서",325,1,14,16,17,19,28,30,39,40, 서, 지, 서, 서, 지, 지,ablation, �,0.0552,0.0062,0.0018
도서관에서 지우와 소율가 공부를 하고 있었습니다. 갑자기 건우가 선물을 집어 들고는,222,1,5,7,8,10,22,24,31,32, 서, 지, 서, 서, 지, 지,ablation," """,0.1289,0.0503,0.0039
조용한 놀이터에서 지호와 동현가 식사를 마쳤습니다. 재민가 가방에서 장난감을 꺼내더니,778,1,10,12,13,15,23,25,38,39, 서, 예, 서, 서, 예, 예,eval, 지,0.2129,0.0009,0.0024
학교에서 수아와 지원가 이야기를 나누고 있었습니다. 태윤가 공을 꺼내어,1,1,3,5,6,7,16,19,26,27, 예, 서, 예, 예, 서, 서,ablation, 수,0.1235,0.0018,0.0016
학교에 영희와 지원가 함께 도착했습니다. 민재는 미리 준비한 선물을 내밀며,102,1,3,5,6,7,13,16,25,26, 서, 지, 서, 서, 지, 지,ablation, 영,0.2812,0.002,0.0027
학교에 서연과 영희가 앉아있었습니다. 가은는 자신이 아끼는 지갑을 챙겨서,506,1,3,5,6,8,15,17,30,31, 시, 하, 시, 시, 하, 하,ablation, 서,0.1143,0.0031,0.0022
조용한 식당에서 소율과 하린가 식사를 마쳤습니다. 현우가 가방에서 편지를 꺼내더니,744,1,8,10,11,13,21,23,36,37, 서, 유, 서, 서, 유, 유,ablation,",",0.2393,0.0011,0.006
백화점에서 재민과 성민가 쇼핑을 했습니다. 승우가 새로 산 책을 포장해서,480,1,5,7,8,10,20,23,31,32, 서, �, 서, 서, �, �,eval, �,0.0535,0.0,0.0027
조용한 카페에서 성민과 우진가 식사를 마쳤습니다. 정우가 가방에서 연필을 꺼내더니,733,1,8,10,11,13,21,23,35,36, 지, 수, 지, 지, 수, 수,ablation,",",0.1602,0.0031,0.0049
공원에서 다은과 하린가 쇼핑을 했습니다. 진우가 새로 산 공을 포장해서,411,1,4,6,7,9,19,21,29,30, 지, 서, 지, 지, 서, 서,ablation, 다,0.127,0.0009,0.0118
학교에서 하준과 영희가 이야기를 나누고 있었습니다. 가은가 책을 꺼내어,0,1,3,5,6,8,17,19,26,27, 예, 시, 예, 예, 시, 시,ablation, �,0.125,0.0015,0.001
병원에서 지우와 수아가 이야기를 나누고 있었습니다. 현우가 열쇠를 꺼내어,59,1,3,5,6,8,17,19,27,28, 도, 지, 도, 도, 지, 지,ablation, 지,0.1377,0.1377,0.0047
학교에서 정훈과 예린가 공부를 하고 있었습니다. 갑자기 진우가 편지를 집어 들고는,204,1,3,5,6,8,20,22,31,32, 하, 다, 하, 하, 다, 다,ablation," """,0.126,0.008,0.0097
백화점에서 성민과 연우가 쇼핑을 했습니다. 진우가 새로 산 열쇠를 포장해서,489,1,5,7,8,10,20,22,31,32, 서, 상, 서, 서, 상, 상,ablation, 성,0.105,0.0011,0.0026
"어느 화창한 날, 영화관에서 동현과 재민가 산책을 했습니다. 예린가 바닥에서 공을 주워서",361,1,13,15,16,18,27,29,37,38, 지, 서, 지, 지, 서, 서,ablation, 재,0.0903,0.0023,0.0054
카페에 지호와 상철가 함께 도착했습니다. 소율는 미리 준비한 연필을 내밀며,133,1,4,6,7,9,15,17,27,28, 예, 하, 예, 예, 하, 하,ablation, 지,0.1836,0.0067,0.0013
놀이터에서 예린과 가은가 쇼핑을 했습니다. 현준가 새로 산 우산을 포장해서,477,1,5,7,8,10,20,22,31,32, 지, 수, 지, 지, 수, 수,eval, �,0.0566,0.0032,0.0056
백화점에서 서현과 영호가 쇼핑을 했습니다. 우진가 새로 산 장난감을 포장해서,488,1,5,7,8,10,20,22,32,33, 시, 주, 시, 시, 주, 주,ablation, 영,0.1211,0.0099,0.0037
조용한 놀이터에서 지원과 건우가 식사를 마쳤습니다. 민재가 가방에서 연필을 꺼내더니,773,1,10,11,12,14,22,25,37,38, 다, 영, 다, 다, 영, 영,ablation,",",0.2344,0.0012,0.002
백화점에서 영희와 성민가 공부를 하고 있었습니다. 갑자기 예린가 사과를 집어 들고는,285,1,5,7,8,10,22,24,32,33, 하, 지, 하, 하, 지, 지,ablation," """,0.1582,0.004,0.0167
조용한 영화관에서 수아와 예린가 식사를 마쳤습니다. 민재가 가방에서 지갑을 꺼내더니,766,1,7,9,10,12,20,23,35,36, 하, �, 하, 하, �, �,eval,",",0.1963,0.0,0.0029
식당에 하은과 예린가 함께 도착했습니다. 진우는 미리 준비한 연필을 내밀며,143,1,4,6,7,9,15,17,27,28, 지, 서, 지, 지, 서, 서,ablation," """,0.0859,0.0031,0.0029
병원에 소율과 현준가 방문했습니다. 민재는 기념품으로 산 지갑을 조심스럽게,956,1,3,5,6,8,12,15,29,30, 하, �, 하, 하, �, �,ablation, 보,0.1099,0.0,0.0045
식당에서 동현과 현우가 놀고 있었습니다. 현준가 예쁜 열쇠를 발견하고는,649,1,4,6,7,9,17,19,27,28, 지, 서, 지, 지, 서, 서,ablation," """,0.0889,0.0028,0.0034
카페에서 수진과 영희가 이야기를 나누고 있었습니다. 재민가 선물을 꺼내어,32,1,4,6,7,9,18,20,27,28, 시, 다, 시, 시, 다, 다,ablation, 수,0.0684,0.0019,0.0039
영화관에서 소율과 가은가 게임을 했습니다. 벌칙으로 현우가 지갑을 건네며,866,1,5,7,8,10,22,24,30,31, 하, 서, 하, 하, 서, 서,ablation,",",0.0776,0.0026,0.0034
조용한 공원에서 하린과 건우가 식사를 마쳤습니다. 선우가 가방에서 책을 꺼내더니,710,1,7,9,10,12,20,22,33,34, 하, 지, 하, 하, 지, 지,ablation,",",0.2324,0.0051,0.0405
해변에 정훈과 가은가 방문했습니다. 현준는 기념품으로 산 연필을 조심스럽게,993,1,4,6,7,9,13,15,29,30, 주, 지, 주, 주, 지, 지,ablation, 들,0.1167,0.0123,0.0131
"어느 화창한 날, 도서관에서 다은과 영희가 산책을 했습니다. 현우가 바닥에서 연필을 주워서",323,1,14,16,17,19,28,30,39,40, 예, 지, 예, 예, 지, 지,ablation, 다,0.1348,0.006,0.0006
병원에서 가은과 건우가 공부를 하고 있었습니다. 갑자기 연우가 지갑을 집어 들고는,256,1,3,5,6,8,20,22,30,31, 지, 동, 지, 지, 동, 동,eval," """,0.0913,0.0012,0.0066
병원에서 다은과 상철가 이야기를 나누고 있었습니다. 예린가 책을 꺼내어,50,1,3,5,6,8,17,19,26,27, 서, 지, 서, 서, 지, 지,ablation, 보,0.1328,0.0017,0.0012
식당에서 하은과 수아가 게임을 했습니다. 벌칙으로 연우가 지갑을 건네며,846,1,4,6,7,9,21,23,29,30, 지, 서, 지, 지, 서, 서,circuit,",",0.1172,0.0012,0.008
도서관에서 하은과 영호가 이야기를 나누고 있었습니다. 유진가 열쇠를 꺼내어,29,1,5,7,8,10,19,21,29,30, 지, 하, 지, 지, 하, 하,ablation, 영,0.0771,0.0221,0.0041
학교에 수진과 영호가 앉아있었습니다. 현준는 자신이 아끼는 책을 챙겨서,500,1,3,5,6,8,15,17,29,30, 서, 하, 서, 서, 하, 하,ablation, �,0.0562,0.002,0.0133
놀이터에서 영호와 동현가 이야기를 나누고 있었습니다. 하린가 연필을 꺼내어,73,1,5,7,8,10,19,21,29,30, 서, 주, 서, 서, 주, 주,ablation, 그,0.0928,0.0081,0.0031
조용한 영화관에서 예린과 하린가 식사를 마쳤습니다. 선우가 가방에서 책을 꺼내더니,760,1,7,9,10,12,20,22,33,34, 시, 서, 시, 시, 서, 서,ablation,",",0.208,0.0036,0.0015
공원에서 서현과 영희가 쇼핑을 했습니다. 하린가 새로 산 공을 포장해서,411,1,4,6,7,9,19,21,29,30, 예, 하, 예, 예, 하, 하,eval, �,0.0967,0.0102,0.0013
공원에 서연과 수진가 방문했습니다. 연우는 기념품으로 산 편지를 조심스럽게,914,1,4,6,7,9,13,15,30,31, 도, 예, 도, 도, 예, 예,eval, 보,0.1133,0.0002,0.0003
영화관에 지우와 수진가 함께 도착했습니다. 영호는 미리 준비한 열쇠를 내밀며,169,1,5,7,8,10,16,18,28,29, 지, 서, 지, 지, 서, 서,ablation, 지,0.0923,0.0018,0.0923
해변에 소율과 건우가 방문했습니다. 진우는 기념품으로 산 편지를 조심스럽게,994,1,4,6,7,9,13,15,30,31, 영, 성, 영, 영, 성, 성,eval, 보,0.1167,0.0005,0.0001
식당에서 예린과 건우가 쇼핑을 했습니다. 태윤가 새로 산 지갑을 포장해서,446,1,4,6,7,9,19,22,31,32, 서, �, 서, 서, �, �,ablation, 건,0.4043,0.0,0.0006
조용한 학교에서 윤서와 수아가 식사를 마쳤습니다. 현준가 가방에서 장난감을 꺼내더니,708,1,8,11,12,14,22,24,37,38, 서, �, 서, 서, �, �,ablation,",",0.3105,0.0,0.0029
"어느 화창한 날, 카페에서 상철과 승민가 산책을 했습니다. 유진가 바닥에서 책을 주워서",330,1,14,16,17,20,29,31,39,40, 하, �, 하, 하, �, �,ablation, �,0.126,0.0,0.0038
해변에서 우진과 연우가 쇼핑을 했습니다. 정우가 새로 산 우산을 포장해서,497,1,4,6,7,9,19,21,30,31, 지, 성, 지, 지, 성, 성,ablation, 우,0.0664,0.0003,0.0102
학교에서 예린과 연우가 공부를 하고 있었습니다. 갑자기 정우가 선물을 집어 들고는,202,1,3,5,6,8,20,22,29,30, 예, 정, 예, 예, 정, 정,ablation," """,0.1152,0.0065,0.0177
조용한 학교에서 영희와 동현가 식사를 마쳤습니다. 하린가 가방에서 책을 꺼내더니,700,1,8,10,11,13,21,23,34,35, 서, 수, 서, 서, 수, 수,ablation,",",0.2412,0.003,0.003
도서관에 유진과 예린가 앉아있었습니다. 현우는 자신이 아끼는 지갑을 챙겨서,526,1,5,7,8,10,17,19,32,33, 하, 성, 하, 하, 성, 성,ablation, 도,0.1396,0.0009,0.0042
도서관에 재민과 유진가 앉아있었습니다. 예린는 자신이 아끼는 연필을 챙겨서,523,1,5,7,8,10,17,19,32,33, 서, 다, 서, 서, 다, 다,ablation, 도,0.1133,0.0056,0.0106
카페에서 상철과 재민가 이야기를 나누고 있었습니다. 소율가 지갑을 꺼내어,36,1,4,6,7,9,18,20,28,29, 지, 정, 지, 지, 정, 정,circuit, 상,0.0369,0.003,0.0045
병원에 지민과 성민가 방문했습니다. 진우는 기념품으로 산 책을 조심스럽게,950,1,3,5,6,8,12,14,27,28, 주, 지, 주, 주, 지, 지,ablation, 받,0.0957,0.0156,0.0156
백화점에 수아와 예린가 앉아있었습니다. 민재는 자신이 아끼는 공을 챙겨서,581,1,5,7,8,10,17,20,32,33, 서, �, 서, 서, �, �,eval, �,0.0483,0.0,0.0108
영화관에서 서현과 현우가 이야기를 나누고 있었습니다. 진우가 열쇠를 꺼내어,69,1,5,7,8,10,19,21,29,30, 주, 지, 주, 주, 지, 지,ablation, 서,0.0674,0.0049,0.0248
공원에서 서연과 선우가 게임을 했습니다. 벌칙으로 진우가 사과를 건네며,815,1,4,6,7,9,21,23,29,30, 서, 하, 서, 서, 하, 하,ablation, 선,0.1777,0.0039,0.0542
병원에 동현과 성민가 앉아있었습니다. 하린는 자신이 아끼는 장난감을 챙겨서,558,1,3,5,6,8,15,17,31,32, 수, 정, 수, 수, 정, 정,ablation, 동,0.0684,0.0036,0.0018
병원에서 유진과 수아가 게임을 했습니다. 벌칙으로 현우가 공을 건네며,851,1,3,5,6,8,20,22,27,28, 수, 재, 수, 수, 재, 재,ablation,",",0.0615,0.0037,0.0615
공원에서 서현과 수진가 공부를 하고 있었습니다. 갑자기 상철가 공을 집어 들고는,211,1,4,6,7,9,21,23,30,31, 지, 하, 지, 지, 하, 하,ablation, �,0.0535,0.0253,0.0153
공원에서 하은과 재민가 이야기를 나누고 있었습니다. 진우가 연필을 꺼내어,13,1,4,6,7,9,18,20,28,29, 서, 지, 서, 서, 지, 지,ablation, 재,0.1221,0.0028,0.0025
카페에 가은과 현준가 함께 도착했습니다. 진우는 미리 준비한 장난감을 내밀며,138,1,4,6,7,9,15,17,28,29, 소, 하, 소, 소, 하, 하,ablation, �,0.105,0.0043,0.0063
놀이터에 유진과 소율가 함께 도착했습니다. 선우는 미리 준비한 지갑을 내밀며,176,1,5,7,8,10,16,18,28,29, 다, 성, 다, 다, 성, 성,ablation," """,0.1079,0.0022,0.0027
도서관에 윤서와 수아가 앉아있었습니다. 예린는 자신이 아끼는 우산을 챙겨서,527,1,5,8,9,11,18,20,33,34, 지, �, 지, 지, �, �,ablation, 도,0.1367,0.0,0.0077
카페에서 재민과 윤서가 쇼핑을 했습니다. 수아가 새로 산 지갑을 포장해서,436,1,4,6,7,10,20,22,31,32, 지, �, 지, 지, �, �,ablation, �,0.0854,0.0,0.009
공원에서 지안과 정훈가 공부를 하고 있었습니다. 갑자기 정우가 연필을 집어 들고는,213,1,4,6,7,9,21,23,31,32, 서, 예, 서, 서, 예, 예,ablation," """,0.1191,0.0004,0.0019
해변에서 하은과 영희가 쇼핑을 했습니다. 유진가 새로 산 공을 포장해서,491,1,4,6,7,9,19,21,29,30, 지, 서, 지, 지, 서, 서,eval, �,0.0938,0.0006,0.0041
병원에서 정훈과 성민가 놀고 있었습니다. 수아가 예쁜 편지를 발견하고는,654,1,3,5,6,8,16,18,27,28, 하, 지, 하, 하, 지, 지,eval," """,0.043,0.0052,0.014
조용한 학교에서 성민과 수아가 식사를 마쳤습니다. 현준가 가방에서 연필을 꺼내더니,703,1,8,10,11,13,21,23,35,36, 하, 동, 하, 하, 동, 동,ablation,",",0.2598,0.0018,0.002
"어느 화창한 날, 해변에서 소율과 가은가 산책을 했습니다. 연우가 바닥에서 공을 주워서",391,1,13,15,16,18,27,29,37,38, 하, 성, 하, 하, 성, 성,ablation, 소,0.0728,0.0009,0.0082
식당에서 영희와 재민가 쇼핑을 했습니다. 성민가 새로 산 책을 포장해서,440,1,4,6,7,9,19,21,29,30, 주, 서, 주, 주, 서, 서,ablation, 영,0.1445,0.001,0.0197
공원에서 유진과 우진가 놀고 있었습니다. 현준가 예쁜 공을 발견하고는,611,1,4,6,7,9,17,19,26,27, 서, 수, 서, 서, 수, 수,ablation," """,0.0898,0.0018,0.0011
병원에 성민과 가은가 앉아있었습니다. 태윤는 자신이 아끼는 장난감을 챙겨서,558,1,3,5,6,8,15,18,32,33, �, 지, �, �, 지, 지,ablation, �,0.0786,0.0121,0.0
해변에 수아와 현우가 방문했습니다. 정우는 기념품으로 산 공을 조심스럽게,991,1,4,6,7,9,13,15,28,29, 영, 성, 영, 영, 성, 성,ablation, 가져,0.1099,0.0003,0.0001
백화점에서 현우와 우진가 쇼핑을 했습니다. 진우가 새로 산 사과를 포장해서,485,1,5,7,8,10,20,22,31,32, 서, 수, 서, 서, 수, 수,ablation, 보,0.0613,0.0033,0.0015
백화점에 우진과 선우가 앉아있었습니다. 정우는 자신이 아끼는 열쇠를 챙겨서,589,1,5,7,8,10,17,19,32,33, 정, 소, 정, 정, 소, 소,ablation, �,0.0981,0.0018,0.0081
"어느 화창한 날, 놀이터에서 영호와 성민가 산책을 했습니다. 유진가 바닥에서 장난감을 주워서",378,1,16,18,19,21,30,32,42,43, 지, 하, 지, 지, 하, 하,ablation, �,0.0723,0.0046,0.0087
식당에서 정훈과 건우가 이야기를 나누고 있었습니다. 현준가 사과를 꺼내어,45,1,4,6,7,9,18,20,28,29, 지, 영, 지, 지, 영, 영,ablation, 주,0.1021,0.0003,0.0031
영화관에서 재민과 하린가 쇼핑을 했습니다. 정우가 새로 산 연필을 포장해서,463,1,5,7,8,10,20,22,31,32, 서, 영, 서, 서, 영, 영,circuit, �,0.0476,0.0211,0.0017
학교에 수아와 소율가 앉아있었습니다. 건우는 자신이 아끼는 장난감을 챙겨서,508,1,3,5,6,8,15,17,31,32, 서, 수, 서, 서, 수, 수,ablation, �,0.0801,0.0549,0.0045
병원에서 수진과 동현가 쇼핑을 했습니다. 연우가 새로 산 공을 포장해서,451,1,3,5,6,8,18,20,28,29, 시, 서, 시, 시, 서, 서,ablation, �,0.1025,0.0006,0.0045
학교에서 지민과 성민가 게임을 했습니다. 벌칙으로 우진가 지갑을 건네며,806,1,3,5,6,8,20,22,28,29, 서, 지, 서, 서, 지, 지,ablation,",",0.1133,0.1064,0.0018
공원에서 상철과 예린가 놀고 있었습니다. 소율가 예쁜 선물을 발견하고는,612,1,4,6,7,9,17,19,26,27, 주, 지, 주, 주, 지, 지,ablation,",",0.0417,0.006,0.0029
영화관에서 다은과 현우가 게임을 했습니다. 벌칙으로 건우가 지갑을 건네며,866,1,5,7,8,10,22,24,30,31, 도, 시, 도, 도, 시, 시,ablation, 다,0.1138,0.0022,0.0036
도서관에 하은과 영희가 앉아있었습니다. 현우는 자신이 아끼는 연필을 챙겨서,523,1,5,7,8,10,17,19,32,33, 주, 지, 주, 주, 지, 지,ablation, 도,0.1484,0.0065,0.0057
백화점에 성민과 윤서가 방문했습니다. 태윤는 기념품으로 산 연필을 조심스럽게,983,1,5,7,8,11,15,18,32,33, �, 수, �, �, 수, 수,ablation, 들어,0.1128,0.0098,0.0
"어느 화창한 날, 해변에서 하은과 지민가 산책을 했습니다. 성민가 바닥에서 책을 주워서",390,1,13,15,16,18,27,29,37,38, 시, 하, 시, 시, 하, 하,ablation, �,0.1445,0.0284,0.0034
도서관에 예린과 정우가 방문했습니다. 민재는 기념품으로 산 장난감을 조심스럽게,928,1,5,7,8,10,14,17,32,33, 지, �, 지, 지, �, �,ablation, 보,0.125,0.0,0.014
공원에서 다은과 현우가 쇼핑을 했습니다. 현준가 새로 산 선물을 포장해서,412,1,4,6,7,9,19,21,29,30, 서, 지, 서, 서, 지, 지,ablation, 다,0.0781,0.0047,0.0005
학교에서 영호와 유진가 놀고 있었습니다. 정우가 예쁜 연필을 발견하고는,603,1,3,5,6,8,16,18,26,27, 시, 지, 시, 시, 지, 지,ablation," """,0.0918,0.0036,0.0009
놀이터에 민지와 수아가 함께 도착했습니다. 하린는 미리 준비한 공을 내밀며,171,1,5,8,9,11,17,19,28,29, �, 지, �, �, 지, 지,ablation," """,0.0815,0.0034,0.0
병원에서 은지와 현우가 공부를 하고 있었습니다. 갑자기 민재가 장난감을 집어 들고는,258,1,3,6,7,9,21,24,33,34, �, 다, �, �, 다, 다,ablation," """,0.1875,0.0047,0.0
