prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
카페에서 철수와 예준가 공부를 하고 있었습니다. 갑자기 예준가 우산을 집어 들고는,237,1,4,7,8,10,22,24,32,33, 예, �, 예, 예, �, �,ablation, 집,0.125,0.0,0.0009
공원에서 철수와 예준가 이야기를 나누고 있었습니다. 예준가 공을 꺼내어,11,1,4,7,8,10,19,21,28,29, 예, �, 예, 예, �, �,ablation, �,0.0618,0.0618,0.0057
백화점에서 시우와 서준가 공부를 하고 있었습니다. 갑자기 서준가 책을 집어 들고는,280,1,5,7,8,10,22,24,31,32, 서, 시, 서, 서, 시, 시,ablation," """,0.1348,0.032,0.0118
식당에 서현과 지우가 앉아있었습니다. 지우는 자신이 아끼는 편지를 챙겨서,544,1,4,6,7,9,16,18,32,33, 지, 서, 지, 지, 서, 서,ablation, 서,0.1465,0.1465,0.0113
"어느 화창한 날, 백화점에서 정훈과 서연가 산책을 했습니다. 서연가 바닥에서 선물을 주워서",382,1,15,17,18,20,29,31,39,40, 서, 정, 서, 서, 정, 정,ablation, 보,0.0903,0.0425,0.0138
카페에 시우와 지훈가 함께 도착했습니다. 지훈는 미리 준비한 우산을 내밀며,137,1,4,6,7,9,15,17,27,28, 지, 시, 지, 지, 시, 시,eval, 시,0.1309,0.1309,0.0121
병원에서 가은과 수진가 공부를 하고 있었습니다. 갑자기 수진가 사과를 집어 들고는,255,1,3,5,6,8,20,22,30,31, 수, 가, 수, 수, 가, 가,ablation," """,0.0732,0.0223,0.0238
조용한 해변에서 상철과 서윤가 식사를 마쳤습니다. 서윤가 가방에서 지갑을 꺼내더니,796,1,7,9,10,12,20,22,34,35, 서, 상, 서, 서, 상, 상,circuit, 지,0.1523,0.0036,0.0071
도서관에 윤서와 영호가 방문했습니다. 영호는 기념품으로 산 장난감을 조심스럽게,928,1,5,8,9,11,15,17,32,33, 영, �, 영, 영, �, �,ablation, 들,0.1592,0.0,0.0004
학교에서 하준과 도윤가 쇼핑을 했습니다. 도윤가 새로 산 지갑을 포장해서,406,1,3,5,6,8,18,20,29,30, 도, 하, 도, 도, 하, 하,ablation, 주,0.1631,0.064,0.0046
도서관에서 영희와 수진가 게임을 했습니다. 벌칙으로 수진가 선물을 건네며,822,1,5,7,8,10,22,24,29,30, 수, 영, 수, 수, 영, 영,eval, 영,0.1592,0.1592,0.0378
영화관에 주원과 도윤가 방문했습니다. 도윤는 기념품으로 산 사과를 조심스럽게,965,1,5,7,8,10,14,16,30,31, 도, 주, 도, 도, 주, 주,ablation, 들,0.1377,0.0136,0.0005
도서관에 지우와 서연가 앉아있었습니다. 서연는 자신이 아끼는 선물을 챙겨서,522,1,5,7,8,10,17,19,31,32, 서, 지, 서, 서, 지, 지,ablation, 지,0.1689,0.1689,0.0012
백화점에 유진과 지안가 앉아있었습니다. 지안는 자신이 아끼는 지갑을 챙겨서,586,1,5,7,8,10,17,19,32,33, 지, 유, 지, 지, 유, 유,ablation, �,0.1602,0.014,0.0217
조용한 놀이터에서 태윤과 주원가 식사를 마쳤습니다. 주원가 가방에서 편지를 꺼내더니,774,1,10,13,14,16,24,26,39,40, 주, �, 주, 주, �, �,ablation," """,0.0752,0.0,0.0664
해변에서 서준과 지훈가 쇼핑을 했습니다. 지훈가 새로 산 사과를 포장해서,495,1,4,6,7,9,19,21,30,31, 지, 서, 지, 지, 서, 서,eval, 주,0.1582,0.0376,0.0089
영화관에서 지우와 서윤가 이야기를 나누고 있었습니다. 서윤가 장난감을 꺼내어,68,1,5,7,8,10,19,21,30,31, 서, 지, 서, 서, 지, 지,ablation, 보,0.1943,0.1108,0.0023
병원에서 영희와 예준가 공부를 하고 있었습니다. 갑자기 예준가 사과를 집어 들고는,255,1,3,5,6,8,20,22,30,31, 예, 영, 예, 예, 영, 영,eval, 영,0.084,0.084,0.0094
영화관에서 지호와 하준가 공부를 하고 있었습니다. 갑자기 하준가 연필을 집어 들고는,263,1,5,7,8,10,22,24,32,33, 하, 지, 하, 하, 지, 지,ablation, 지,0.1689,0.1689,0.0148
카페에서 재민과 지안가 이야기를 나누고 있었습니다. 지안가 사과를 꺼내어,35,1,4,6,7,9,18,20,28,29, 지, 재, 지, 지, 재, 재,ablation, �,0.1348,0.0283,0.0034
도서관에 승민과 민수가 방문했습니다. 민수는 기념품으로 산 책을 조심스럽게,920,1,5,8,15,18,15,18,31,32, �, �, �, �, �, �,ablation, 보,0.1514,0.0,0.0
공원에 영희와 수진가 함께 도착했습니다. 수진는 미리 준비한 공을 내밀며,111,1,4,6,7,9,15,17,26,27, 수, 영, 수, 수, 영, 영,ablation, 영,0.3301,0.3301,0.0061
병원에서 시우와 지훈가 이야기를 나누고 있었습니다. 지훈가 책을 꺼내어,50,1,3,5,6,8,17,19,26,27, 지, 시, 지, 지, 시, 시,ablation, 보,0.2119,0.1758,0.0099
식당에서 지호와 하준가 공부를 하고 있었습니다. 갑자기 하준가 편지를 집어 들고는,244,1,4,6,7,9,21,23,32,33, 하, 지, 하, 하, 지, 지,circuit," """,0.1484,0.0425,0.0114
공원에 상철과 지안가 함께 도착했습니다. 지안는 미리 준비한 지갑을 내밀며,116,1,4,6,7,9,15,17,27,28, 지, 상, 지, 지, 상, 상,circuit, 상,0.1245,0.1245,0.0149
카페에 지우와 주원가 앉아있었습니다. 주원는 자신이 아끼는 선물을 챙겨서,532,1,4,6,7,9,16,18,30,31, 주, 지, 주, 주, 지, 지,circuit, 지,0.1699,0.1699,0.0752
식당에 정훈과 도윤가 함께 도착했습니다. 도윤는 미리 준비한 우산을 내밀며,147,1,4,6,7,9,15,17,27,28, 도, 정, 도, 도, 정, 정,ablation, 정,0.1729,0.1729,0.0679
백화점에 지호와 서준가 방문했습니다. 서준는 기념품으로 산 편지를 조심스럽게,984,1,5,7,8,10,14,16,31,32, 서, 지, 서, 서, 지, 지,ablation, 지,0.1035,0.1035,0.0035
공원에 도윤과 서준가 함께 도착했습니다. 서준는 미리 준비한 편지를 내밀며,114,1,4,6,7,9,15,17,28,29, 서, 도, 서, 서, 도, 도,ablation, 도,0.3613,0.3613,0.0116
병원에서 지안과 서준가 놀고 있었습니다. 서준가 예쁜 장난감을 발견하고는,658,1,3,5,6,8,16,18,27,28, 서, 지, 서, 서, 지, 지,eval, �,0.0688,0.0087,0.006
"어느 화창한 날, 해변에서 은지와 서준가 산책을 했습니다. 서준가 바닥에서 사과를 주워서",395,1,13,16,17,19,28,30,39,40, 서, �, 서, 서, �, �,ablation, �,0.3613,0.3613,0.0026
병원에서 지안과 서준가 이야기를 나누고 있었습니다. 서준가 우산을 꺼내어,57,1,3,5,6,8,17,19,27,28, 서, 지, 서, 서, 지, 지,circuit, 내,0.1123,0.1123,0.0019
놀이터에 철수와 서연가 함께 도착했습니다. 서연는 미리 준비한 사과를 내밀며,175,1,5,8,9,11,17,19,29,30, 서, �, 서, 서, �, �,eval, �,0.1406,0.1406,0.0079
식당에서 서윤과 지안가 이야기를 나누고 있었습니다. 지안가 연필을 꺼내어,43,1,4,6,7,9,18,20,28,29, 지, 서, 지, 지, 서, 서,ablation, 그,0.0938,0.0728,0.0135
해변에서 지안과 도윤가 공부를 하고 있었습니다. 갑자기 도윤가 사과를 집어 들고는,295,1,4,6,7,9,21,23,31,32, 도, 지, 도, 도, 지, 지,eval, �,0.0781,0.0113,0.0136
영화관에서 예준과 서준가 쇼핑을 했습니다. 서준가 새로 산 책을 포장해서,460,1,5,7,8,10,20,22,30,31, 서, 예, 서, 서, 예, 예,ablation, 주,0.1035,0.0432,0.0031
백화점에 주원과 도윤가 방문했습니다. 도윤는 기념품으로 산 공을 조심스럽게,981,1,5,7,8,10,14,16,29,30, 도, 주, 도, 도, 주, 주,ablation, 들,0.2412,0.0093,0.0005
병원에 다은과 주원가 앉아있었습니다. 주원는 자신이 아끼는 지갑을 챙겨서,556,1,3,5,6,8,15,17,30,31, 주, 다, 주, 주, 다, 다,eval, 나,0.1299,0.0146,0.0291
영화관에 서윤과 지안가 앉아있었습니다. 지안는 자신이 아끼는 열쇠를 챙겨서,569,1,5,7,8,10,17,19,32,33, 지, 서, 지, 지, 서, 서,eval, 영화,0.0698,0.0033,0.0129
영화관에 주원과 지훈가 방문했습니다. 지훈는 기념품으로 산 장난감을 조심스럽게,968,1,5,7,8,10,14,16,31,32, 지, 주, 지, 지, 주, 주,ablation, 들,0.2695,0.0072,0.0195
놀이터에서 민지와 예준가 쇼핑을 했습니다. 예준가 새로 산 지갑을 포장해서,476,1,5,8,9,11,21,23,32,33, 예, �, 예, 예, �, �,ablation, 주,0.123,0.0,0.0156
도서관에서 서현과 지훈가 공부를 하고 있었습니다. 갑자기 지훈가 우산을 집어 들고는,227,1,5,7,8,10,22,24,32,33, 지, 서, 지, 지, 서, 서,ablation, 집,0.1572,0.0089,0.0021
백화점에서 영희와 지호가 쇼핑을 했습니다. 지호가 새로 산 공을 포장해서,481,1,5,7,8,10,20,22,30,31, 지, 영, 지, 지, 영, 영,ablation, 집,0.1309,0.0166,0.0121
해변에서 하은과 지호가 이야기를 나누고 있었습니다. 지호가 연필을 꺼내어,93,1,4,6,7,9,18,20,28,29, 지, 하, 지, 지, 하, 하,circuit, 그,0.123,0.0845,0.0074
영화관에서 도윤과 지훈가 공부를 하고 있었습니다. 갑자기 지훈가 책을 집어 들고는,260,1,5,7,8,10,22,24,31,32, 지, 도, 지, 지, 도, 도,ablation," """,0.1514,0.0299,0.0055
해변에서 은지와 도윤가 공부를 하고 있었습니다. 갑자기 도윤가 우산을 집어 들고는,297,1,4,7,8,10,22,24,32,33, 도, �, 도, 도, �, �,ablation, �,0.126,0.126,0.0339
식당에서 동현과 서윤가 공부를 하고 있었습니다. 갑자기 서윤가 열쇠를 집어 들고는,249,1,4,6,7,9,21,23,31,32, 서, 동, 서, 서, 동, 동,ablation, 집,0.0781,0.0087,0.0128
공원에 유진과 재민가 함께 도착했습니다. 재민는 미리 준비한 편지를 내밀며,114,1,4,6,7,9,15,17,28,29, 재, 유, 재, 재, 유, 유,ablation, 유,0.2451,0.2451,0.0454
놀이터에서 주원과 예준가 쇼핑을 했습니다. 예준가 새로 산 열쇠를 포장해서,479,1,5,7,8,10,20,22,31,32, 예, 주, 예, 예, 주, 주,ablation, 주,0.3008,0.3008,0.0117
"어느 화창한 날, 백화점에서 수진과 지안가 산책을 했습니다. 지안가 바닥에서 사과를 주워서",385,1,15,17,18,20,29,31,40,41, 지, 수, 지, 지, 수, 수,ablation, �,0.418,0.0284,0.0162
병원에 하준과 서준가 앉아있었습니다. 서준는 자신이 아끼는 지갑을 챙겨서,556,1,3,5,6,8,15,17,30,31, 서, 하, 서, 서, 하, 하,ablation, �,0.0615,0.0156,0.0048
영화관에 서연과 시우가 방문했습니다. 시우는 기념품으로 산 열쇠를 조심스럽게,969,1,5,7,8,10,14,16,30,31, 시, 서, 시, 시, 서, 서,ablation, 들,0.1631,0.0007,0.0003
"어느 화창한 날, 식당에서 서현과 지안가 산책을 했습니다. 지안가 바닥에서 우산을 주워서",347,1,14,16,17,19,28,30,39,40, 지, 서, 지, 지, 서, 서,eval, 지,0.0776,0.0093,0.0776
놀이터에서 지원과 윤서가 공부를 하고 있었습니다. 갑자기 윤서가 책을 집어 들고는,270,1,5,6,7,10,22,25,32,33, �, 지원, �, �, 지원, 지원,ablation, �,0.2275,0.0001,0.2275
놀이터에 주원과 민수가 앉아있었습니다. 민수는 자신이 아끼는 장난감을 챙겨서,578,1,5,7,17,20,17,20,34,35, �, 주, �, �, 주, 주,ablation, �,0.1992,0.0093,0.1992
공원에 수아와 하준가 방문했습니다. 하준는 기념품으로 산 장난감을 조심스럽게,918,1,4,6,7,9,13,15,30,31, 하, 수, 하, 하, 수, 수,ablation, 들,0.3105,0.0199,0.002
학교에 하준과 서준가 앉아있었습니다. 서준는 자신이 아끼는 열쇠를 챙겨서,509,1,3,5,6,8,15,17,30,31, 서, 하, 서, 서, 하, 하,ablation, �,0.167,0.0137,0.0022
공원에 서현과 지훈가 방문했습니다. 지훈는 기념품으로 산 선물을 조심스럽게,912,1,4,6,7,9,13,15,28,29, 지, 서, 지, 지, 서, 서,ablation, 들,0.1201,0.0025,0.0251
카페에 상철과 지안가 앉아있었습니다. 지안는 자신이 아끼는 선물을 챙겨서,532,1,4,6,7,9,16,18,30,31, 지, 상, 지, 지, 상, 상,eval, �,0.0732,0.0649,0.005
학교에서 서윤과 예준가 공부를 하고 있었습니다. 갑자기 예준가 선물을 집어 들고는,202,1,3,5,6,8,20,22,29,30, 예, 서, 예, 예, 서, 서,circuit, 서,0.126,0.126,0.0141
해변에서 상철과 정훈가 쇼핑을 했습니다. 정훈가 새로 산 편지를 포장해서,494,1,4,6,7,9,19,21,31,32, 정, 상, 정, 정, 상, 상,ablation, 보내,0.105,0.0282,0.0043
도서관에서 철수와 지안가 쇼핑을 했습니다. 지안가 새로 산 지갑을 포장해서,426,1,5,8,9,11,21,23,32,33, 지, �, 지, 지, �, �,circuit, 주,0.085,0.0,0.0095
식당에서 동현과 지민가 놀고 있었습니다. 지민가 예쁜 책을 발견하고는,640,1,4,6,7,9,17,19,26,27, 지, 동, 지, 지, 동, 동,ablation, �,0.0664,0.0334,0.0552
학교에 주원과 시우가 방문했습니다. 시우는 기념품으로 산 연필을 조심스럽게,903,1,3,5,6,8,12,14,28,29, 시, 주, 시, 시, 주, 주,ablation, �,0.1641,0.0197,0.0002
백화점에 영호와 다은가 방문했습니다. 다은는 기념품으로 산 장난감을 조심스럽게,988,1,5,7,8,10,14,16,31,32, 다, 영, 다, 다, 영, 영,ablation, 들,0.2676,0.0005,0.011
"어느 화창한 날, 해변에서 은지와 서준가 산책을 했습니다. 서준가 바닥에서 공을 주워서",391,1,13,16,17,19,28,30,38,39, 서, �, 서, 서, �, �,ablation, �,0.1367,0.1367,0.0039
학교에 지호와 서준가 함께 도착했습니다. 서준는 미리 준비한 장난감을 내밀며,108,1,3,5,6,8,14,16,27,28, 서, 지, 서, 서, 지, 지,circuit, 지,0.3164,0.3164,0.0055
카페에서 서현과 시우가 게임을 했습니다. 벌칙으로 시우가 지갑을 건네며,836,1,4,6,7,9,21,23,29,30, 시, 서, 시, 시, 서, 서,ablation, 서,0.1846,0.1846,0.022
학교에 유진과 하은가 앉아있었습니다. 하은는 자신이 아끼는 열쇠를 챙겨서,509,1,3,5,6,8,15,17,30,31, 하, 유, 하, 하, 유, 유,ablation, �,0.1011,0.0309,0.0061
학교에 서연과 지훈가 함께 도착했습니다. 지훈는 미리 준비한 장난감을 내밀며,108,1,3,5,6,8,14,16,27,28, 지, 서, 지, 지, 서, 서,circuit, 서,0.2637,0.2637,0.0123
"어느 화창한 날, 영화관에서 서연과 도윤가 산책을 했습니다. 도윤가 바닥에서 우산을 주워서",367,1,13,15,16,18,27,29,38,39, 도, 서, 도, 도, 서, 서,ablation, �,0.0437,0.0117,0.0117
식당에서 지안과 서준가 이야기를 나누고 있었습니다. 서준가 편지를 꺼내어,44,1,4,6,7,9,18,20,29,30, 서, 지, 서, 서, 지, 지,ablation, 보,0.3438,0.032,0.0023
백화점에서 윤서와 성민가 놀고 있었습니다. 성민가 예쁜 우산을 발견하고는,687,1,5,8,9,11,19,21,29,30, 성, �, 성, 성, �, �,circuit, 그,0.0579,0.0,0.0214
식당에서 지안과 예준가 게임을 했습니다. 벌칙으로 예준가 열쇠를 건네며,849,1,4,6,7,9,21,23,29,30, 예, 지, 예, 예, 지, 지,circuit, 지,0.123,0.123,0.0544
학교에서 수진과 서연가 쇼핑을 했습니다. 서연가 새로 산 우산을 포장해서,407,1,3,5,6,8,18,20,29,30, 서, 수, 서, 서, 수, 수,ablation, 가져,0.1582,0.0454,0.0007
놀이터에 하은과 시우가 앉아있었습니다. 시우는 자신이 아끼는 열쇠를 챙겨서,579,1,5,7,8,10,17,19,32,33, 시, 하, 시, 시, 하, 하,ablation, �,0.0864,0.0075,0.0034
도서관에 시우와 도윤가 앉아있었습니다. 도윤는 자신이 아끼는 편지를 챙겨서,524,1,5,7,8,10,17,19,33,34, 도, 시, 도, 도, 시, 시,ablation, 가져,0.0825,0.0605,0.0471
식당에서 정훈과 지안가 이야기를 나누고 있었습니다. 지안가 사과를 꺼내어,45,1,4,6,7,9,18,20,28,29, 지, 정, 지, 지, 정, 정,ablation, �,0.2852,0.0221,0.0023
"어느 화창한 날, 카페에서 하준과 지훈가 산책을 했습니다. 지훈가 바닥에서 공을 주워서",331,1,14,16,17,19,28,30,38,39, 지, 하, 지, 지, 하, 하,ablation, �,0.1445,0.0684,0.0197
카페에서 주원과 지훈가 게임을 했습니다. 벌칙으로 지훈가 장난감을 건네며,838,1,4,6,7,9,21,23,30,31, 지, 주, 지, 지, 주, 주,eval, 주,0.084,0.084,0.0255
영화관에서 영희와 서연가 공부를 하고 있었습니다. 갑자기 서연가 책을 집어 들고는,260,1,5,7,8,10,22,24,31,32, 서, 영, 서, 서, 영, 영,eval," """,0.1196,0.0413,0.0087
공원에서 서현과 예준가 게임을 했습니다. 벌칙으로 예준가 지갑을 건네며,816,1,4,6,7,9,21,23,29,30, 예, 서, 예, 예, 서, 서,ablation, 서,0.0537,0.0537,0.0254
도서관에서 승민과 지안가 이야기를 나누고 있었습니다. 지안가 선물을 꺼내어,22,1,5,8,9,11,20,22,29,30, 지, �, 지, 지, �, �,ablation, 보,0.373,0.0,0.0078
공원에서 정훈과 영호가 게임을 했습니다. 벌칙으로 영호가 우산을 건네며,817,1,4,6,7,9,21,23,29,30, 영, 정, 영, 영, 정, 정,ablation, 정,0.1118,0.1118,0.0118
카페에서 지민과 서윤가 게임을 했습니다. 벌칙으로 서윤가 편지를 건네며,834,1,4,6,7,9,21,23,30,31, 서, 지, 서, 서, 지, 지,ablation, 지,0.0879,0.0879,0.0209
"어느 화창한 날, 식당에서 서윤과 도윤가 산책을 했습니다. 도윤가 바닥에서 열쇠를 주워서",349,1,14,16,17,19,28,30,39,40, 도, 서, 도, 도, 서, 서,ablation, 열,0.0605,0.0077,0.0325
백화점에서 민지와 하준가 이야기를 나누고 있었습니다. 하준가 편지를 꺼내어,84,1,5,8,9,11,20,22,31,32, 하, �, 하, 하, �, �,ablation, �,0.3535,0.3535,0.0021
카페에 하준과 서준가 앉아있었습니다. 서준는 자신이 아끼는 책을 챙겨서,530,1,4,6,7,9,16,18,30,31, 서, 하, 서, 서, 하, 하,ablation, 들,0.0815,0.0049,0.0028
조용한 식당에서 서연과 하준가 식사를 마쳤습니다. 하준가 가방에서 열쇠를 꺼내더니,749,1,8,10,11,13,21,23,35,36, 하, 서, 하, 하, 서, 서,ablation,",",0.0894,0.0349,0.0107
식당에서 정훈과 지훈가 놀고 있었습니다. 지훈가 예쁜 편지를 발견하고는,644,1,4,6,7,9,17,19,28,29, 지, 정, 지, 지, 정, 정,circuit, 바로,0.0752,0.0334,0.0203
영화관에 서연과 지호가 함께 도착했습니다. 지호는 미리 준비한 우산을 내밀며,167,1,5,7,8,10,16,18,28,29, 지, 서, 지, 지, 서, 서,eval, 서,0.3359,0.3359,0.009
공원에서 민서와 지훈가 쇼핑을 했습니다. 지훈가 새로 산 우산을 포장해서,417,1,4,7,8,10,20,22,31,32, 지, �, 지, 지, �, �,ablation, 주,0.0708,0.0,0.0216
공원에서 주원과 예준가 공부를 하고 있었습니다. 갑자기 예준가 선물을 집어 들고는,212,1,4,6,7,9,21,23,30,31, 예, 주, 예, 예, 주, 주,ablation, 주,0.4082,0.4082,0.0043
백화점에서 상철과 정훈가 공부를 하고 있었습니다. 갑자기 정훈가 열쇠를 집어 들고는,289,1,5,7,8,10,22,24,32,33, 정, 상, 정, 정, 상, 상,ablation, �,0.2656,0.003,0.0043
놀이터에서 승민과 서준가 이야기를 나누고 있었습니다. 서준가 장난감을 꺼내어,78,1,5,8,9,11,20,22,31,32, 서, �, 서, 서, �, �,ablation, 보,0.252,0.0,0.0056
해변에서 예준과 지훈가 놀고 있었습니다. 지훈가 예쁜 장난감을 발견하고는,698,1,4,6,7,9,17,19,28,29, 지, 예, 지, 지, 예, 예,ablation, 예,0.1895,0.1895,0.0094
학교에 시우와 지훈가 함께 도착했습니다. 지훈는 미리 준비한 장난감을 내밀며,108,1,3,5,6,8,14,16,27,28, 지, 시, 지, 지, 시, 시,ablation, 시,0.2373,0.2373,0.0134
놀이터에서 도윤과 서준가 공부를 하고 있었습니다. 갑자기 서준가 공을 집어 들고는,271,1,5,7,8,10,22,24,31,32, 서, 도, 서, 서, 도, 도,ablation, �,0.1309,0.1021,0.0107
도서관에서 가은과 지안가 쇼핑을 했습니다. 지안가 새로 산 공을 포장해서,421,1,5,7,8,10,20,22,30,31, 지, 가, 지, 지, 가, 가,ablation, 보내,0.0669,0.063,0.0109
병원에서 시우와 서준가 놀고 있었습니다. 서준가 예쁜 연필을 발견하고는,653,1,3,5,6,8,16,18,26,27, 서, 시, 서, 서, 시, 시,ablation, 그,0.085,0.0293,0.0178
백화점에서 민서와 서현가 쇼핑을 했습니다. 서현가 새로 산 지갑을 포장해서,486,1,5,8,9,11,21,23,32,33, 서, �, 서, 서, �, �,ablation, 주,0.1953,0.0,0.0014
식당에서 지호와 예준가 게임을 했습니다. 벌칙으로 예준가 지갑을 건네며,846,1,4,6,7,9,21,23,29,30, 예, 지, 예, 예, 지, 지,ablation, 지,0.2422,0.2422,0.0121
식당에서 하은과 지호가 이야기를 나누고 있었습니다. 지호가 우산을 꺼내어,47,1,4,6,7,9,18,20,28,29, 지, 하, 지, 지, 하, 하,ablation, 하,0.5742,0.5742,0.0068
영화관에 다은과 서윤가 앉아있었습니다. 서윤는 자신이 아끼는 사과를 챙겨서,565,1,5,7,8,10,17,19,32,33, 서, 다, 서, 서, 다, 다,eval, 영,0.1875,0.0175,0.0004
공원에 예준과 서준가 방문했습니다. 서준는 기념품으로 산 공을 조심스럽게,911,1,4,6,7,9,13,15,28,29, 서, 예, 서, 서, 예, 예,ablation, 들,0.2236,0.0022,0.0006
조용한 카페에서 다은과 서현가 식사를 마쳤습니다. 서현가 가방에서 열쇠를 꺼내더니,739,1,8,10,11,13,21,23,35,36, 서, 다, 서, 서, 다, 다,ablation,",",0.0669,0.0109,0.0091
학교에 정훈과 예준가 방문했습니다. 예준는 기념품으로 산 열쇠를 조심스럽게,909,1,3,5,6,8,12,14,28,29, 예, 정, 예, 예, 정, 정,ablation, 들,0.126,0.0086,0.0028
조용한 백화점에서 정훈과 지우가 식사를 마쳤습니다. 지우가 가방에서 열쇠를 꺼내더니,789,1,9,11,12,14,22,24,36,37, 지, 정, 지, 지, 정, 정,ablation,",",0.1069,0.054,0.0128
조용한 병원에서 서연과 지훈가 식사를 마쳤습니다. 지훈가 가방에서 장난감을 꺼내더니,758,1,8,10,11,13,21,23,36,37, 지, 서, 지, 지, 서, 서,ablation, 서,0.0635,0.0635,0.0206
백화점에서 다은과 도윤가 이야기를 나누고 있었습니다. 도윤가 공을 꺼내어,81,1,5,7,8,10,19,21,28,29, 도, 다, 도, 도, 다, 다,ablation, 보,0.126,0.1187,0.0097
조용한 해변에서 지호와 시우가 식사를 마쳤습니다. 시우가 가방에서 사과를 꺼내더니,795,1,7,9,10,12,20,22,34,35, 시, 지, 시, 시, 지, 지,ablation, 지,0.1953,0.1953,0.015
"어느 화창한 날, 놀이터에서 동현과 지훈가 산책을 했습니다. 지훈가 바닥에서 지갑을 주워서",376,1,16,18,19,21,30,32,41,42, 지, 동, 지, 지, 동, 동,eval, 지,0.1758,0.021,0.1758
조용한 학교에서 주원과 하준가 식사를 마쳤습니다. 하준가 가방에서 연필을 꺼내더니,703,1,8,10,11,13,21,23,35,36, 하, 주, 하, 하, 주, 주,circuit, 주,0.1079,0.1079,0.024
식당에 상철과 지훈가 앉아있었습니다. 지훈는 자신이 아끼는 연필을 챙겨서,543,1,4,6,7,9,16,18,31,32, 지, 상, 지, 지, 상, 상,ablation, 가져,0.0757,0.0059,0.0192
조용한 백화점에서 주원과 지훈가 식사를 마쳤습니다. 지훈가 가방에서 지갑을 꺼내더니,786,1,9,11,12,14,22,24,36,37, 지, 주, 지, 지, 주, 주,circuit, 주,0.1309,0.1309,0.1309
학교에 지원과 승민가 방문했습니다. 승민는 기념품으로 산 열쇠를 조심스럽게,909,1,3,4,5,8,12,15,29,30, �, 지원, �, �, 지원, 지원,ablation, 들,0.1025,0.0,0.0
놀이터에 다은과 서윤가 방문했습니다. 서윤는 기념품으로 산 사과를 조심스럽게,975,1,5,7,8,10,14,16,30,31, 서, 다, 서, 서, 다, 다,ablation, 들,0.1729,0.0076,0.0004
공원에 정훈과 하은가 앉아있었습니다. 하은는 자신이 아끼는 우산을 챙겨서,517,1,4,6,7,9,16,18,31,32, 하, 정, 하, 하, 정, 정,ablation, 가져,0.1133,0.0304,0.0007
놀이터에서 하은과 지우가 쇼핑을 했습니다. 지우가 새로 산 사과를 포장해서,475,1,5,7,8,10,20,22,31,32, 지, 하, 지, 지, 하, 하,ablation, 주,0.0952,0.0449,0.0061
"어느 화창한 날, 병원에서 예준과 도윤가 산책을 했습니다. 도윤가 바닥에서 편지를 주워서",354,1,14,16,17,19,28,30,40,41, 도, 예, 도, 도, 예, 예,ablation, �,0.2295,0.0138,0.0033
도서관에 시우와 도윤가 방문했습니다. 도윤는 기념품으로 산 우산을 조심스럽게,927,1,5,7,8,10,14,16,30,31, 도, 시, 도, 도, 시, 시,circuit, 들,0.2305,0.0003,0.0006
학교에 은지와 도윤가 방문했습니다. 도윤는 기념품으로 산 편지를 조심스럽게,904,1,3,6,7,9,13,15,30,31, 도, �, 도, 도, �, �,ablation, �,0.127,0.127,0.0005
식당에서 수진과 지안가 게임을 했습니다. 벌칙으로 지안가 사과를 건네며,845,1,4,6,7,9,21,23,29,30, 지, 수, 지, 지, 수, 수,ablation, 수,0.0562,0.0562,0.032
영화관에서 하은과 서윤가 놀고 있었습니다. 서윤가 예쁜 편지를 발견하고는,664,1,5,7,8,10,18,20,29,30, 서, 하, 서, 서, 하, 하,ablation, �,0.0723,0.0635,0.0342
"어느 화창한 날, 놀이터에서 민서와 지훈가 산책을 했습니다. 지훈가 바닥에서 장난감을 주워서",378,1,16,19,20,22,31,33,43,44, 지, �, 지, 지, �, �,ablation, �,0.1338,0.1338,0.0205
공원에 서연과 하준가 함께 도착했습니다. 하준는 미리 준비한 책을 내밀며,110,1,4,6,7,9,15,17,26,27, 하, 서, 하, 하, 서, 서,ablation, 서,0.2158,0.2158,0.0065
도서관에서 지우와 서준가 이야기를 나누고 있었습니다. 서준가 우산을 꺼내어,27,1,5,7,8,10,19,21,29,30, 서, 지, 서, 서, 지, 지,ablation, 지,0.4062,0.4062,0.0058
영화관에서 은지와 지안가 놀고 있었습니다. 지안가 예쁜 선물을 발견하고는,662,1,5,8,9,11,19,21,28,29, 지, �, 지, 지, �, �,eval, �,0.0593,0.0593,0.0281
도서관에 영희와 하은가 앉아있었습니다. 하은는 자신이 아끼는 연필을 챙겨서,523,1,5,7,8,10,17,19,32,33, 하, 영, 하, 하, 영, 영,ablation, 가져,0.0559,0.0233,0.0028
영화관에 수진과 지민가 함께 도착했습니다. 지민는 미리 준비한 사과를 내밀며,165,1,5,7,8,10,16,18,28,29, 지, 수, 지, 지, 수, 수,ablation," """,0.0981,0.0864,0.0063
조용한 도서관에서 영희와 시우가 식사를 마쳤습니다. 시우가 가방에서 사과를 꺼내더니,725,1,8,10,11,13,21,23,35,36, 시, 영, 시, 시, 영, 영,ablation, 영,0.2168,0.2168,0.0201
