prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
家で智也と杏奈が本棚を見ていた。真央は面白そうなバスケットボールを選び、,627,1,3,5,6,8,14,16,25,七,一,七,七,一,一,ablation,杏,0.127,0.0049,0.0001
家の隅で杏奈と誠が二人きりだった。真央は衝撃的な指輪を知り、こっそりと,552,1,4,6,7,8,14,16,32,涼,蓮,涼,涼,蓮,蓮,ablation,二人,0.052,0.0,0.0001
涼太と光はオフィスにいた。加奈は落ちていた指輪を拾い、,112,1,1,3,4,5,12,14,23,拓,葵,拓,拓,葵,葵,ablation,涼,0.1279,0.0001,0.0
学校で涼太と優花が話していた。真央はスナックを取り出すと、,31,1,3,5,6,8,12,14,22,拓,美,拓,拓,美,美,ablation,涼,0.1196,0.0011,0.0
優花と直樹は店で修理をしていた。誠は近くにあったネックレスを掴み、,653,1,1,3,4,6,13,14,25,結,亮,結,結,亮,亮,ablation,優,0.1631,0.0,0.0005
学校で花と誠が歩いていたとき、大樹は珍しい指輪を見つけ、すぐに,168,1,3,4,5,6,11,13,21,葵,和,葵,葵,和,和,ablation,誠,0.375,0.0001,0.0
剛と杏奈は学校で休憩していた。千尋は携帯の画面にある飲み物を表示し、,822,1,1,2,3,5,12,14,27,哲,彩,哲,哲,彩,彩,ablation,杏,0.1299,0.0,0.0
七海と直樹はレストランの図書館にいた。智也は借りていたネックレスを読み終え、,957,1,1,3,4,6,16,18,29,結,美,結,結,美,美,ablation,七,0.0903,0.0008,0.0015
家で彩と遥が乾杯しようとしていた。光は冷えた骨を開け、,1058,1,3,4,5,6,13,14,21,愛,亮,愛,愛,亮,亮,ablation,二人,0.0238,0.0,0.0005
山で彩と優菜が本棚を見ていた。誠は面白そうなコンピューターを選び、,644,1,3,4,5,7,13,14,24,亮,美,亮,亮,美,美,ablation,山,0.082,0.0014,0.0
駅で美羽と大樹が乾杯しようとしていた。真央は冷えたバスケットボールを開け、,1067,1,4,6,7,9,16,18,27,結,優,結,結,優,優,ablation,美,0.1514,0.0009,0.0003
隼人と美羽は家で休憩していた。美穂は携帯の画面にあるバスケットボールを表示し、,843,1,1,3,3,5,3,6,29,翔,陽,翔,翔,陽,陽,ablation,隼,0.2217,0.0002,0.0019
店で隼人と美羽が本棚を見ていた。美穂は面白そうなコンピューターを選び、,580,1,3,5,5,7,5,8,26,哲,優,哲,哲,優,優,ablation,隼,0.1069,0.0015,0.0
山で亮と里奈が本棚を見ていた。加奈は面白そうなスナックを選び、,647,1,3,4,5,7,13,15,24,結,愛,結,結,愛,愛,ablation,亮,0.1328,0.0004,0.0007
優菜と智也は店にいた。裕太は落ちていた飲み物を拾い、,78,1,1,3,4,6,11,13,22,翔,拓,翔,翔,拓,拓,ablation,二人,0.0374,0.0,0.0001
オフィスで蓮と裕太が話していた。雄大は指輪を取り出すと、,40,1,5,6,7,9,13,15,22,愛,さ,愛,愛,さ,さ,ablation,裕,0.0532,0.0056,0.0011
庭で葵と翼が話していた。真央はネックレスを取り出すと、,13,1,3,4,5,6,10,12,20,愛,美,愛,愛,美,美,eval,葵,0.1787,0.0011,0.0005
病院で遥と大樹が本棚を見ていた。修は面白そうな骨を選び、,610,1,4,5,6,8,14,15,22,葵,優,葵,葵,優,優,ablation,本,0.0762,0.0008,0.0
駅で美月と千尋が乾杯しようとしていた。裕太は冷えたキスを開け、,1065,1,4,6,7,9,16,18,26,健,七,健,健,七,七,ablation,美,0.1719,0.0001,0.0001
優菜と裕太はレストランで修理をしていた。雄大は近くにあった飲み物を掴み、,670,1,1,3,4,6,13,15,25,拓,哲,拓,拓,哲,哲,ablation,優,0.0571,0.0001,0.0001
美月と優花はオフィスで休憩していた。杏奈は携帯の画面にあるキスを表示し、,833,1,1,3,4,6,15,17,30,健,拓,健,健,拓,拓,ablation,美,0.2305,0.0,0.0002
オフィスで直樹と遥が乾杯しようとしていた。加奈は冷えたキスを開け、,1049,1,5,7,8,9,16,18,26,拓,亮,拓,拓,亮,亮,eval,直,0.0481,0.0,0.0
山で達也と剛が帰り支度をしていた。花は車のキスを見つけ、,929,1,3,5,6,7,14,15,22,亮,美,亮,亮,美,美,ablation,山,0.063,0.001,0.0
病院で和也と千尋が話していた。雄大は骨を取り出すと、,34,1,4,6,7,9,13,15,21,拓,一,拓,拓,一,一,eval,和,0.0488,0.0066,0.0001
山で杏奈と千尋が練習していた。誠は骨をキャッチすると、力強く,354,1,3,5,6,8,13,14,23,哲,花,哲,哲,花,花,circuit,振り,0.0327,0.0002,0.0
駅で翼と優花が本棚を見ていた。大樹は面白そうなスナックを選び、,639,1,4,5,6,8,14,16,25,陽,亮,陽,陽,亮,亮,ablation,優,0.0835,0.0,0.0002
山で哲也と剛が乾杯しようとしていた。真央は冷えたコンピューターを開け、,1076,1,3,5,6,7,14,16,26,陽,亮,陽,陽,亮,亮,ablation,山,0.0459,0.0,0.0001
駅で一輝と里奈が帰り支度をしていた。蓮は車のネックレスを見つけ、,925,1,4,6,7,9,16,17,25,愛,さ,愛,愛,さ,さ,ablation,一,0.1187,0.0059,0.0009
学校の隅で美優と直樹が二人きりだった。光は衝撃的なコンピューターを知り、こっそりと,532,1,5,7,8,10,16,17,35,大,愛,大,大,愛,愛,circuit,美,0.1816,0.0013,0.0004
山で花と美穂が練習していた。加奈はスナックをキャッチすると、力強く,359,1,3,4,5,8,13,15,26,七,�,七,七,�,�,ablation,ス,0.0496,0.0,0.0
和也と杏奈は家で休憩していた。真央は携帯の画面にある指輪を表示し、,840,1,1,3,4,6,13,15,28,哲,一,哲,哲,一,一,ablation,杏,0.3047,0.0026,0.0
山で達也と七海が乾杯しようとしていた。一輝は冷えた骨を開け、,1074,1,3,5,6,8,15,17,24,翔,美,翔,翔,美,美,ablation,山,0.0449,0.0005,0.0
駅で遥と修が本棚を見ていた。加奈は面白そうなバスケットボールを選び、,635,1,4,5,6,7,13,15,24,翼,智,翼,翼,智,智,ablation,修,0.1494,0.0,0.0
美月と直樹が店で席に着いた。陸は熱い骨を持ってきて、,362,1,1,3,4,6,14,15,22,結,愛,結,結,愛,愛,ablation,美,0.1025,0.0006,0.0002
病院で達也と一輝が買い物をしていた。涼太は素敵なバスケットボールを購入し、,251,1,4,6,7,9,14,16,26,翔,哲,翔,翔,哲,哲,ablation,達,0.1338,0.0,0.0
拓也と一輝が店で席に着いた。優花は熱い指輪を持ってきて、,360,1,1,3,4,6,14,16,24,翔,陽,翔,翔,陽,陽,ablation,拓,0.1553,0.0003,0.0001
家の隅で杏奈と裕太が二人きりだった。誠は衝撃的な指輪を知り、こっそりと,552,1,4,6,7,9,15,16,32,和,蓮,和,和,蓮,蓮,ablation,裕,0.106,0.0,0.0006
病院で直樹と裕太が歩いていたとき、加奈は珍しい骨を見つけ、すぐに,178,1,4,6,7,9,14,16,23,健,涼,健,健,涼,涼,ablation,病,0.1094,0.0001,0.001
杏奈と裕太はレストランにいた。真央は落ちていたバスケットボールを拾い、,91,1,1,3,4,6,11,13,23,涼,里,涼,涼,里,里,ablation,裕,0.1572,0.0001,0.0001
直樹と智也は学校で休憩していた。裕太は携帯の画面にあるネックレスを表示し、,821,1,1,3,4,6,13,15,29,達,優,達,達,優,優,ablation,直,0.1621,0.0013,0.0002
学校で直樹と蓮が話していた。真央は骨を取り出すと、,26,1,3,5,6,7,11,13,19,哲,翼,哲,哲,翼,翼,ablation,直,0.0835,0.0001,0.0
山で葵と優花が仕事をしていた。千尋は新しいバスケットボールを作成し、その内容を,499,1,3,4,5,7,11,13,25,健,愛,健,健,愛,愛,ablation,優,0.1748,0.0002,0.0002
病院の隅で美月と真央が二人きりだった。雄大は衝撃的なキスを知り、こっそりと,537,1,6,8,9,11,17,19,35,翔,一,翔,翔,一,一,circuit,真,0.104,0.0024,0.0
学校で達也と七海が帰り支度をしていた。美羽は車の指輪を見つけ、,888,1,3,5,6,8,15,17,24,大,健,大,大,健,健,ablation,達,0.1172,0.0,0.0029
オフィスで一輝と大樹が歩いていたとき、雄大は珍しいキスを見つけ、すぐに,185,1,5,7,8,10,15,17,25,陽,七,陽,陽,七,七,ablation,大,0.0806,0.0,0.0002
彩と誠が庭で席に着いた。加奈は熱いネックレスを持ってきて、,373,1,1,2,3,4,12,14,23,亮,優,亮,亮,優,優,ablation,彩,0.0801,0.0029,0.0001
美羽と大樹がレストランで席に着いた。真央は熱い骨を持ってきて、,378,1,1,3,4,6,14,16,23,陽,七,陽,陽,七,七,ablation,美,0.127,0.0001,0.0001
病院で達也と裕太が話していた。大樹は骨を取り出すと、,34,1,4,6,7,9,13,15,21,健,美,健,健,美,美,eval,裕,0.0786,0.0003,0.0002
庭で和也と杏奈が本棚を見ていた。裕太は面白そうなネックレスを選び、,589,1,3,5,6,8,14,16,25,翔,達,翔,翔,達,達,ablation,和,0.0811,0.0001,0.0003
美月と陸は家で休憩していた。裕太は携帯の画面にあるキスを表示し、,841,1,1,3,4,5,12,14,27,陽,亮,陽,陽,亮,亮,ablation,美,0.2793,0.0,0.0003
店で優菜と陸が歩いていたとき、真央は珍しい指輪を見つけ、すぐに,144,1,3,5,6,7,12,14,22,大,亮,大,大,亮,亮,ablation,優,0.1226,0.0001,0.002
オフィスで蓮と杏奈が仕事をしていた。修は新しいバスケットボールを作成し、その内容を,475,1,5,6,7,9,13,14,26,愛,七,愛,愛,七,七,ablation,杏,0.1426,0.0001,0.0003
花と裕太は病院で休憩していた。大樹は携帯の画面にあるバスケットボールを表示し、,827,1,1,2,3,5,13,15,29,大,剛,大,大,剛,剛,circuit,花,0.2715,0.0,0.0068
駅で哲也と美優が本棚を見ていた。彩は面白そうな骨を選び、,634,1,4,6,7,9,15,16,23,健,亮,健,健,亮,亮,eval,哲,0.0796,0.0,0.0003
山の隅で美羽と智也が二人きりだった。誠は衝撃的なコンピューターを知り、こっそりと,572,1,5,7,8,10,16,17,35,翔,愛,翔,翔,愛,愛,circuit,美,0.1089,0.0037,0.0
一輝と優花が庭で席に着いた。裕太は熱い指輪を持ってきて、,368,1,1,3,4,6,14,16,24,翔,陽,翔,翔,陽,陽,ablation,二人,0.1152,0.0007,0.0001
駅で彩と智也が仕事をしていた。杏奈は新しいバスケットボールを作成し、その内容を,491,1,4,5,6,8,12,14,26,翔,亮,翔,翔,亮,亮,ablation,彩,0.0933,0.0,0.0
誠と光は家で修理をしていた。加奈は近くにあったスナックを掴み、,703,1,1,2,3,4,11,13,24,葵,千,葵,葵,千,千,ablation,お,0.0205,0.0001,0.0
レストランの隅で優花と剛が二人きりだった。優菜は衝撃的なバスケットボールを知り、こっそりと,523,1,5,7,8,9,5,7,34,一,翼,一,一,翼,翼,circuit,二人,0.0334,0.0,0.0022
病院の隅で美羽と千尋が二人きりだった。大樹は衝撃的なコンピューターを知り、こっそりと,540,1,6,8,9,11,17,19,37,結,里,結,結,里,里,ablation,美,0.1523,0.0,0.0005
病院の隅で拓也と美羽が二人きりだった。智也は衝撃的なスナックを知り、こっそりと,543,1,6,8,9,11,17,19,36,大,陽,大,大,陽,陽,ablation,美,0.0588,0.0001,0.0007
オフィスで里奈と花が買い物をしていた。光は素敵なキスを購入し、,257,1,5,7,8,9,14,15,24,翼,和,翼,翼,和,和,ablation,里,0.0825,0.0013,0.0
学校で一輝と葵が話していた。涼太はキスを取り出すと、,25,1,3,5,6,7,11,13,20,拓,愛,拓,拓,愛,愛,circuit,一,0.1147,0.0003,0.0
オフィスで涼太と花が本棚を見ていた。大樹は面白そうなコンピューターを選び、,620,1,5,7,8,9,15,17,27,大,愛,大,大,愛,愛,ablation,涼,0.1328,0.0004,0.0055
店で和也と加奈が準備をしていた。雄大は余分な飲み物を持っていたので、,726,1,3,5,6,8,13,15,25,翔,哲,翔,翔,哲,哲,ablation,店,0.1406,0.0,0.0
店で涼太と美穂が話していた。修はスナックを取り出すと、,7,1,3,5,6,9,13,14,22,美,�,美,美,�,�,ablation,美,0.0549,0.0,0.0549
病院で達也と七海が帰り支度をしていた。千尋は車の指輪を見つけ、,896,1,4,6,7,9,16,18,25,翔,結,翔,翔,結,結,ablation,達,0.0703,0.0031,0.0
翼と和也は駅で修理をしていた。加奈は近くにあった骨を掴み、,706,1,1,2,3,5,13,15,24,健,葵,健,健,葵,葵,ablation,翼,0.0708,0.0,0.0003
家で一輝と優花が本棚を見ていた。大樹は面白そうなキスを選び、,625,1,3,5,6,8,14,16,24,美,七,美,美,七,七,eval,家,0.0605,0.0002,0.001
里奈と智也がレストランで席に着いた。花は熱い指輪を持ってきて、,376,1,1,3,4,6,14,15,23,拓,翼,拓,拓,翼,翼,ablation,リ,0.0304,0.0001,0.0
オフィスで隼人と杏奈が乾杯しようとしていた。香織は冷えたバスケットボールを開け、,1051,1,5,7,7,9,16,19,28,翔,陽,翔,翔,陽,陽,eval,杏,0.0593,0.0002,0.0006
病院で翼と千尋が歩いていたとき、雄大は珍しいスナックを見つけ、すぐに,183,1,4,5,6,8,13,15,24,陽,亮,陽,陽,亮,亮,ablation,千,0.105,0.0,0.0001
山で達也と陸が話していた。智也はコンピューターを取り出すと、,68,1,3,5,6,7,11,13,22,大,愛,大,大,愛,愛,ablation,山,0.1211,0.0004,0.003
山で涼太と陸が話していた。千尋は骨を取り出すと、,66,1,3,5,6,7,11,13,19,拓,翼,拓,拓,翼,翼,ablation,山,0.0815,0.0001,0.0001
美穂と光が学校で席に着いた。加奈は熱いバスケットボールを持ってきて、,387,1,1,4,5,6,14,16,25,杏,�,杏,杏,�,�,ablation,美,0.291,0.0,0.0001
学校で和也と優花が歩いていたとき、加奈は珍しいスナックを見つけ、すぐに,175,1,3,5,6,8,13,15,24,大,健,大,大,健,健,circuit,和,0.1445,0.0001,0.0006
美優と涼太が店で席に着いた。修は熱いコンピューターを持ってきて、,364,1,1,3,4,6,14,15,25,健,亮,健,健,亮,亮,ablation,美,0.1172,0.0,0.0001
店で七海と一輝が帰り支度をしていた。里奈は車のネックレスを見つけ、,869,1,3,5,6,8,15,17,25,健,達,健,健,達,達,ablation,店,0.0874,0.0,0.0
店で花と修が準備をしていた。加奈は余分なキスを持っていたので、,721,1,3,4,5,6,11,13,23,亮,一,亮,亮,一,一,ablation,修,0.0884,0.0041,0.0
学校で彩と剛が話していた。優菜は飲み物を取り出すと、,30,1,3,4,5,6,10,12,19,亮,七,亮,亮,七,七,ablation,彩,0.1245,0.0001,0.0001
学校で裕太と大樹が仕事をしていた。光は新しいキスを作成し、その内容を,457,1,3,5,6,8,12,13,24,健,陸,健,健,陸,陸,ablation,裕,0.1572,0.0,0.0003
店で達也と優花が本棚を見ていた。里奈は面白そうな指輪を選び、,576,1,3,5,6,8,14,16,24,翔,拓,翔,翔,拓,拓,ablation,店,0.2891,0.0,0.0
剛と千尋は家の図書館にいた。大樹は借りていたコンピューターを読み終え、,988,1,1,2,3,5,14,16,28,達,翼,達,達,翼,翼,ablation,千,0.0918,0.0,0.0002
病院で美月と楓が練習していた。隼人は指輪をキャッチすると、力強く,320,1,4,6,7,9,14,16,25,陽,葵,陽,陽,葵,葵,ablation,手,0.0364,0.0,0.0001
レストランの隅で優花と美羽が二人きりだった。大樹は衝撃的な飲み物を知り、こっそりと,526,1,5,7,8,10,16,18,34,翔,美,翔,翔,美,美,ablation,二人,0.2559,0.0417,0.0
家の隅で拓也と美月が二人きりだった。智也は衝撃的なバスケットボールを知り、こっそりと,555,1,4,6,7,9,15,17,34,翔,大,翔,翔,大,大,eval,美,0.0762,0.0007,0.0001
店で和也と里奈が帰り支度をしていた。千尋は車の指輪を見つけ、,864,1,3,5,6,8,15,17,24,大,健,大,大,健,健,ablation,店,0.1221,0.0,0.0024
山で七海と千尋が練習していた。遥はバスケットボールをキャッチすると、力強く,355,1,3,5,6,8,13,14,25,翔,亮,翔,翔,亮,亮,ablation,投,0.1309,0.0,0.0002
智也と杏奈が店で席に着いた。光は熱い骨を持ってきて、,362,1,1,3,4,6,14,15,22,大,翼,大,大,翼,翼,ablation,二人,0.0986,0.0001,0.0023
店で美優と大樹が準備をしていた。光は余分な飲み物を持っていたので、,726,1,3,5,6,8,13,14,24,健,亮,健,健,亮,亮,ablation,店,0.125,0.0,0.0001
オフィスで優花と千尋が帰り支度をしていた。真央は車の飲み物を見つけ、,910,1,5,7,8,10,17,19,26,陽,和,陽,陽,和,和,ablation,真,0.0432,0.0007,0.0002
学校で誠と光が帰り支度をしていた。雄大は車の指輪を見つけ、,888,1,3,4,5,6,13,15,22,彩,裕,彩,彩,裕,裕,eval,その,0.0488,0.0002,0.0001
レストランで杏奈と千尋が本棚を見ていた。裕太は面白そうなコンピューターを選び、,596,1,3,5,6,8,14,16,26,健,七,健,健,七,七,ablation,千,0.0547,0.0001,0.0001
駅で花と千尋が話していた。修はスナックを取り出すと、,63,1,4,5,6,8,12,13,21,亮,直,亮,亮,直,直,eval,千,0.2617,0.0003,0.0
美羽と蓮が家で席に着いた。誠は熱い指輪を持ってきて、,408,1,1,3,4,5,13,14,22,彩,里,彩,彩,里,里,eval,美,0.2812,0.0002,0.0004
未来と聡は山で修理をしていた。大樹は近くにあったキスを掴み、,713,1,1,2,3,5,12,14,24,拓,愛,拓,拓,愛,愛,eval,未来,0.2676,0.0003,0.0
家で剛と陸が仕事をしていた。蓮は新しいスナックを作成し、その内容を,487,1,3,4,5,6,10,11,23,翼,彩,翼,翼,彩,彩,eval,陸,0.0542,0.0,0.0
レストランで未来と涼太が準備をしていた。千尋は余分なネックレスを持っていたので、,741,1,3,4,5,7,12,14,25,翔,直,翔,翔,直,直,ablation,涼,0.1108,0.0002,0.0
山で杏奈と千尋が本棚を見ていた。加奈は面白そうなコンピューターを選び、,644,1,3,5,6,8,14,16,26,哲,里,哲,哲,里,里,ablation,千,0.4434,0.0001,0.0
山で涼太と直樹が準備をしていた。陸は余分なネックレスを持っていたので、,789,1,3,5,6,8,13,14,25,大,愛,大,大,愛,愛,eval,山,0.0698,0.0002,0.0027
庭で哲也と七海が仕事をしていた。里奈は新しいキスを作成し、その内容を,441,1,3,5,6,8,12,14,25,結,拓,結,結,拓,拓,ablation,七,0.1108,0.0001,0.0001
オフィスで美羽と蓮が歩いていたとき、遥は珍しいスナックを見つけ、すぐに,191,1,5,7,8,9,14,15,24,剛,里,剛,剛,里,里,ablation,美,0.0645,0.0001,0.0
駅の隅で和也と里奈が二人きりだった。遥は衝撃的なバスケットボールを知り、こっそりと,563,1,6,8,9,11,17,18,35,亮,さ,亮,亮,さ,さ,circuit,二人,0.1084,0.0014,0.0
千尋と修は学校の図書館にいた。雄大は借りていたネックレスを読み終え、,965,1,1,3,4,5,15,17,28,陽,剛,陽,陽,剛,剛,ablation,千,0.1465,0.0,0.0001
病院で蓮と裕太が話していた。加奈はスナックを取り出すと、,39,1,4,5,6,8,12,14,22,翔,陸,翔,翔,陸,陸,ablation,裕,0.106,0.0001,0.0001
美羽と杏奈が駅で席に着いた。誠は熱いネックレスを持ってきて、,421,1,1,3,4,6,15,16,25,翔,葵,翔,翔,葵,葵,ablation,美,0.1621,0.0,0.0001
学校で千尋と真央が歩いていたとき、雄大は珍しいネックレスを見つけ、すぐに,173,1,3,5,6,8,13,15,24,拓,美,拓,拓,美,美,ablation,千,0.2207,0.0023,0.0
レストランで裕太と修が仕事をしていた。雄大は新しいネックレスを作成し、その内容を,453,1,3,5,6,7,11,13,25,美,剛,美,美,剛,剛,ablation,�,0.2168,0.0,0.0008
店で隼人と里奈が歩いていたとき、聡は珍しいスナックを見つけ、すぐに,151,1,3,5,5,7,12,14,23,達,翼,達,達,翼,翼,ablation,店,0.0486,0.0001,0.0002
優花と直樹はオフィスで修理をしていた。千尋は近くにあったスナックを掴み、,695,1,1,3,4,6,15,17,28,哲,達,哲,哲,達,達,circuit,お,0.0231,0.0001,0.0001
病院で優菜と遥が買い物をしていた。香織は素敵なバスケットボールを購入し、,251,1,4,6,7,8,13,16,26,美,�,美,美,�,�,ablation,優,0.083,0.0,0.0032
杏奈と大樹は学校の図書館にいた。修は借りていたネックレスを読み終え、,965,1,1,3,4,6,16,17,28,翔,彩,翔,翔,彩,彩,ablation,杏,0.0903,0.0,0.0
店で隼人と里奈が買い物をしていた。聡は素敵な骨を購入し、,218,1,3,5,5,7,12,14,22,一,葵,一,一,葵,葵,ablation,里,0.1318,0.0001,0.0023
涼太と千尋は店で休憩していた。修は携帯の画面にある飲み物を表示し、,798,1,1,3,4,6,13,14,27,陽,亮,陽,陽,亮,亮,ablation,涼,0.2656,0.0,0.0001
店の隅で智也と裕太が二人きりだった。加奈は衝撃的なスナックを知り、こっそりと,511,1,5,7,8,10,16,18,35,陽,優,陽,陽,優,優,ablation,二人,0.104,0.0004,0.0001
駅の隅で優菜と遥が二人きりだった。真央は衝撃的なバスケットボールを知り、こっそりと,563,1,6,8,9,10,16,18,35,健,愛,健,健,愛,愛,ablation,二人,0.0977,0.0004,0.0001
病院で拓也と智也が仕事をしていた。大樹は新しいバスケットボールを作成し、その内容を,467,1,4,6,7,9,13,15,27,陽,結,陽,陽,結,結,ablation,拓,0.126,0.0001,0.0001
駅で和也と直樹が歩いていたとき、加奈は珍しい指輪を見つけ、すぐに,200,1,4,6,7,9,14,16,24,健,達,健,健,達,達,ablation,和,0.1768,0.0001,0.0001
店で直樹と彩が本棚を見ていた。杏奈は面白そうなスナックを選び、,583,1,3,5,6,7,13,15,24,拓,亮,拓,拓,亮,亮,ablation,店,0.1738,0.0,0.0
学校で智也と遥が練習していた。修は指輪をキャッチすると、力強く,312,1,3,5,6,7,12,13,23,翼,直,翼,翼,直,直,ablation,手,0.0527,0.0012,0.0
美羽と花は山で休憩していた。雄大は携帯の画面にあるコンピューターを表示し、,860,1,1,3,4,5,12,14,29,拓,愛,拓,拓,愛,愛,ablation,美,0.1367,0.0004,0.0
庭で直樹と千尋が話していた。真央は指輪を取り出すと、,8,1,3,5,6,8,12,14,21,大,和,大,大,和,和,ablation,千,0.1196,0.0002,0.0018
家で直樹と剛が乾杯しようとしていた。真央は冷えたバスケットボールを開け、,1059,1,3,5,6,7,14,16,25,大,翼,大,大,翼,翼,eval,二人,0.0322,0.0,0.0036
優菜と千尋は駅にいた。光は落ちていた飲み物を拾い、,134,1,1,3,4,6,12,13,22,拓,剛,拓,拓,剛,剛,ablation,二人,0.0811,0.0,0.0
大樹と真央は学校で修理をしていた。修は近くにあった指輪を掴み、,672,1,1,3,4,6,13,14,24,千,遥,千,千,遥,遥,circuit,真,0.3398,0.0,0.0001
店の隅で美月と杏奈が二人きりだった。加奈は衝撃的な骨を知り、こっそりと,506,1,5,7,8,10,16,18,33,翔,達,翔,翔,達,達,ablation,美,0.1001,0.0,0.0001
家で陸と美羽が仕事をしていた。雄大は新しいコンピューターを作成し、その内容を,484,1,3,4,5,7,11,13,26,健,彩,健,健,彩,彩,ablation,美,0.2334,0.0001,0.0002
家で優花と彩が本棚を見ていた。真央は面白そうなコンピューターを選び、,628,1,3,5,6,7,13,15,25,大,翼,大,大,翼,翼,ablation,彩,0.103,0.0,0.0013
店で千尋と大樹が仕事をしていた。修は新しい飲み物を作成し、その内容を,438,1,3,5,6,8,12,13,24,涼,彩,涼,涼,彩,彩,ablation,大,0.1514,0.0,0.0
学校で葵と優菜が帰り支度をしていた。智也は車の指輪を見つけ、,888,1,3,4,5,7,14,16,23,大,亮,大,大,亮,亮,ablation,葵,0.0918,0.0001,0.0012
家の隅で杏奈と裕太が二人きりだった。修は衝撃的なスナックを知り、こっそりと,559,1,4,6,7,9,15,16,33,一,葵,一,一,葵,葵,ablation,二人,0.103,0.0002,0.0023
優花と直樹が庭で席に着いた。美羽は熱い指輪を持ってきて、,368,1,1,3,4,6,14,16,24,翔,大,翔,翔,大,大,ablation,優,0.2295,0.0014,0.0
遥と加奈は店で休憩していた。香織は携帯の画面にあるスナックを表示し、,799,1,1,2,3,5,12,15,29,直,�,直,直,�,�,ablation,加,0.1069,0.0,0.0002
店で優花と蓮が乾杯しようとしていた。千尋は冷えたスナックを開け、,1015,1,3,5,6,7,14,16,25,陽,葵,陽,陽,葵,葵,ablation,二人,0.0593,0.0002,0.0004
庭で達也と優菜が歩いていたとき、裕太は珍しいバスケットボールを見つけ、すぐに,155,1,3,5,6,8,13,15,24,陽,拓,陽,陽,拓,拓,ablation,達,0.0669,0.0001,0.0002
哲也と裕太がオフィスで席に着いた。真央は熱いコンピューターを持ってきて、,404,1,1,3,4,6,16,18,28,健,結,健,健,結,結,ablation,哲,0.0635,0.0002,0.0004
山で美羽と杏奈が歩いていたとき、千尋は珍しいバスケットボールを見つけ、すぐに,211,1,3,5,6,8,13,15,24,健,美,健,健,美,美,ablation,美,0.2354,0.2354,0.0001
学校で直樹と智也が買い物をしていた。蓮は素敵なネックレスを購入し、,245,1,3,5,6,8,13,14,24,結,翼,結,結,翼,翼,ablation,直,0.2773,0.0,0.0027
レストランで一輝と智也が本棚を見ていた。花は面白そうな骨を選び、,594,1,3,5,6,8,14,15,22,愛,さ,愛,愛,さ,さ,eval,一,0.0781,0.002,0.0005
レストランで直樹と里奈が乾杯しようとしていた。裕太は冷えたスナックを開け、,1031,1,3,5,6,8,15,17,26,結,和,結,結,和,和,ablation,二人,0.0442,0.0007,0.0003
家で直樹と美羽が仕事をしていた。真央は新しいネックレスを作成し、その内容を,485,1,3,5,6,8,12,14,26,大,一,大,大,一,一,ablation,美,0.2334,0.0014,0.0008
庭で翼と涼太が練習していた。智也はスナックをキャッチすると、力強く,303,1,3,4,5,7,12,14,25,大,葵,大,大,葵,葵,eval,飛,0.0376,0.0,0.0007
庭で美羽と裕太が帰り支度をしていた。雄大は車のネックレスを見つけ、,877,1,3,5,6,8,15,17,25,直,里,直,直,里,里,ablation,美,0.0723,0.0001,0.0007
家で千尋と裕太が買い物をしていた。雄大は素敵なキスを購入し、,265,1,3,5,6,8,13,15,24,哲,和,哲,哲,和,和,ablation,千,0.4004,0.0004,0.0001
直樹と千尋は山の図書館にいた。雄大は借りていたバスケットボールを読み終え、,1003,1,1,3,4,6,16,18,29,哲,美,哲,哲,美,美,ablation,直,0.0522,0.0007,0.0001
和也と遥がレストランで席に着いた。真央は熱いスナックを持ってきて、,383,1,1,3,4,5,13,15,24,翔,愛,翔,翔,愛,愛,ablation,和,0.1416,0.0004,0.0006
病院で達也と美月が乾杯しようとしていた。直樹は冷えたネックレスを開け、,1045,1,4,6,7,9,16,18,27,健,拓,健,健,拓,拓,ablation,美,0.0928,0.0,0.0001
家で哲也と優花が買い物をしていた。花は素敵なコンピューターを購入し、,268,1,3,5,6,8,7,8,25,陽,愛,陽,陽,愛,愛,ablation,哲,0.2637,0.0004,0.0
和也と蓮はレストランにいた。裕太は落ちていたキスを拾い、,89,1,1,3,4,5,10,12,21,拓,翼,拓,拓,翼,翼,eval,和,0.1484,0.0001,0.0
七海と隼人はレストランにいた。大樹は落ちていたバスケットボールを拾い、,91,1,1,3,4,6,10,12,22,大,直,大,大,直,直,eval,七,0.0732,0.0003,0.0044
翼と和也は庭で修理をしていた。裕太は近くにあった骨を掴み、,658,1,1,2,3,5,12,14,23,健,亮,健,健,亮,亮,ablation,翼,0.0928,0.0,0.0002
店で杏奈と千尋が練習していた。加奈は飲み物をキャッチすると、力強く,294,1,3,5,6,8,13,15,25,翔,美,翔,翔,美,美,circuit,投,0.0483,0.0001,0.0001
家の隅で拓也と美月が二人きりだった。杏奈は衝撃的な骨を知り、こっそりと,554,1,4,6,7,9,15,17,32,翔,大,翔,翔,大,大,eval,家,0.0669,0.0007,0.0004
レストランで花と千尋が乾杯しようとしていた。遥は冷えた骨を開け、,1026,1,3,4,5,7,14,15,22,翼,直,翼,翼,直,直,ablation,千,0.103,0.0006,0.0
