prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
"Then, Jonathan and Michael had a long argument, and afterwards Michael said to",308,1,3,4,5,6,7,13,14,15,16, Michael, Jonathan, Michael, Michael, Jonathan, Jonathan,circuit, Jonathan,0.5898,0.5898,0.0002
"Then, Justin and Joseph had a lot of fun at the restaurant. Joseph gave a necklace to",85,1,3,4,5,6,7,15,16,19,20, Joseph, Justin, Joseph, Joseph, Justin, Justin,ablation, Justin,0.707,0.707,0.0003
"While Kyle and Ryan were commuting to the school, Ryan gave a drink to",606,1,2,3,4,5,6,11,12,15,16, Ryan, Kyle, Ryan, Ryan, Kyle, Kyle,ablation, Kyle,0.8203,0.8203,0.0002
"When Thomas and James got a basketball at the store, James decided to give the basketball to",451,1,2,3,4,5,6,12,13,18,19, James, Thomas, James, James, Thomas, Thomas,ablation, his,0.3027,0.2852,0.0092
"Then, James and David went to the office. David gave a necklace to",45,1,3,4,5,6,7,11,12,15,16, David, James, David, David, James, James,ablation, the,0.2412,0.1875,0.0008
"While Ryan and Andrew were commuting to the office, Andrew gave a necklace to",621,1,2,3,4,5,6,11,12,15,16, Andrew, Ryan, Andrew, Andrew, Ryan, Ryan,ablation, Ryan,0.9062,0.9062,0.0
"Then, Kevin and Christopher were thinking about going to the station. Christopher wanted to give a basketball to",251,1,3,4,5,6,7,14,15,20,21, Christopher, Kevin, Christopher, Christopher, Kevin, Kevin,ablation, Kevin,0.2734,0.2734,0.0004
"Then, Joseph and Christopher had a long argument, and afterwards Christopher said to",293,1,3,4,5,6,7,13,14,15,16, Christopher, Joseph, Christopher, Christopher, Joseph, Joseph,ablation, Joseph,0.5977,0.5977,0.0007
"Then, William and Christopher had a lot of fun at the station. Christopher gave a kiss to",121,1,3,4,5,6,7,15,16,19,20, Christopher, William, Christopher, Christopher, William, William,ablation, the,0.1875,0.1465,0.0003
"While James and Matthew were commuting to the office, Matthew gave a basketball to",619,1,2,3,4,5,6,11,12,15,16, Matthew, James, Matthew, Matthew, James, James,ablation, James,0.8594,0.8594,0.0001
"Then, Joseph and John were working at the station. John decided to give a computer to",188,1,3,4,5,6,7,12,13,18,19, John, Joseph, John, John, Joseph, Joseph,ablation, the,0.2559,0.2402,0.0006
"Afterwards, Brian and Matthew went to the office. Matthew gave a bone to",746,1,4,5,6,7,8,12,13,16,17, Matthew, Brian, Matthew, Matthew, Brian, Brian,ablation, Brian,0.4824,0.4824,0.0008
"After Ryan and Daniel went to the garden, Daniel gave a drink to",334,1,2,3,4,5,6,10,11,14,15, Daniel, Ryan, Daniel, Daniel, Ryan, Ryan,eval, the,0.332,0.0398,0.0054
The garden Sarah and Jason went to had a basketball. Jason gave it to,843,1,3,4,5,6,7,12,13,15,16, Jason, Sarah, Jason, Jason, Sarah, Sarah,ablation, Sarah,0.5156,0.5156,0.0008
The station Ryan and Robert went to had a kiss. Robert gave it to,889,1,3,4,5,6,7,12,13,15,16, Robert, Ryan, Robert, Robert, Ryan, Ryan,ablation, Ryan,0.5664,0.5664,0.0008
"Afterwards, Jason and Christopher went to the office. Christopher gave a bone to",746,1,4,5,6,7,8,12,13,16,17, Christopher, Jason, Christopher, Christopher, Jason, Jason,ablation, Jason,0.3164,0.3164,0.0005
"After Brian and Justin went to the store, Justin gave a ring to",320,1,2,3,4,5,6,10,11,14,15, Justin, Brian, Justin, Justin, Brian, Brian,ablation, Brian,0.6172,0.6172,0.0088
"When Kevin and Jonathan got a basketball at the station, Jonathan decided to give it to",443,1,2,3,4,5,6,12,13,17,18, Jonathan, Kevin, Jonathan, Jonathan, Kevin, Kevin,eval, Kevin,0.4492,0.4492,0.0012
"While Brandon and Daniel were working at the hospital, Daniel gave a bone to",546,1,2,3,4,5,6,11,12,15,16, Daniel, Brandon, Daniel, Daniel, Brandon, Brandon,eval, Brandon,0.3438,0.3438,0.0002
"Then, Robert and Christopher went to the hospital. Christopher gave a snack to",39,1,3,4,5,6,7,11,12,15,16, Christopher, Robert, Christopher, Christopher, Robert, Robert,ablation, the,0.3926,0.064,0.0001
The school Joseph and David went to had a basketball. David gave it to,859,1,3,4,5,6,7,12,13,15,16, David, Joseph, David, David, Joseph, Joseph,ablation, Joseph,0.7695,0.7695,0.0014
"When Adam and James got a snack at the hospital, James decided to give it to",423,1,2,3,4,5,6,12,13,17,18, James, Adam, James, James, Adam, Adam,circuit, Adam,0.2002,0.2002,0.0042
"Then, Kyle and Thomas had a lot of fun at the restaurant. Thomas gave a bone to",82,1,3,4,5,6,7,15,16,19,20, Thomas, Kyle, Thomas, Thomas, Kyle, Kyle,ablation, the,0.2354,0.2217,0.002
"When Amy and Brian got a bone at the hospital, Brian decided to give the bone to",482,1,2,3,4,5,6,12,13,18,19, Brian, Amy, Brian, Brian, Amy, Amy,circuit, Amy,0.5508,0.5508,0.0012
"Then, William and James were thinking about going to the garden. James wanted to give a computer to",204,1,3,4,5,6,7,14,15,20,21, James, William, James, James, William, William,ablation, William,0.2031,0.2031,0.0011
"When James and Daniel got a bone at the office, Daniel decided to give the bone to",490,1,2,3,4,5,6,12,13,18,19, Daniel, James, Daniel, Daniel, James, James,ablation, James,0.3652,0.3652,0.0028
Friends Jennifer and Matthew found a computer at the office. Matthew gave it to,940,1,2,3,4,5,6,12,13,15,16, Matthew, Jennifer, Matthew, Matthew, Jennifer, Jennifer,ablation, Jennifer,0.4805,0.4805,0.0003
"When John and Jessica got a kiss at the station, Jessica decided to give it to",441,1,2,3,4,5,6,12,13,17,18, Jessica, John, Jessica, Jessica, John, John,ablation, John,0.3535,0.3535,0.0027
"Then, Brandon and Jessica had a long argument, and afterwards Jessica said to",308,1,3,4,5,6,7,13,14,15,16, Jessica, Brandon, Jessica, Jessica, Brandon, Brandon,ablation, Brandon,0.3711,0.3711,0.0005
"Then, Ryan and Jennifer went to the store. Jennifer gave a ring to",0,1,3,4,5,6,7,11,12,15,16, Jennifer, Ryan, Jennifer, Jennifer, Ryan, Ryan,circuit, Ryan,0.5078,0.5078,0.002
The house Daniel and Matthew went to had a kiss. Matthew gave it to,881,1,3,4,5,6,7,12,13,15,16, Matthew, Daniel, Matthew, Matthew, Daniel, Daniel,ablation, Daniel,0.5938,0.5938,0.0004
"While Daniel and Michael were working at the school, Michael gave a computer to",540,1,2,3,4,5,6,11,12,15,16, Michael, Daniel, Michael, Michael, Daniel, Daniel,eval, Daniel,0.5547,0.5547,0.0022
"Then, William and David were thinking about going to the office. David wanted to give a basketball to",235,1,3,4,5,6,7,14,15,20,21, David, William, David, David, William, William,ablation, William,0.2158,0.2158,0.0042
"Then, Sarah and Ryan were thinking about going to the house. Ryan wanted to give a computer to",244,1,3,4,5,6,7,14,15,20,21, Ryan, Sarah, Ryan, Ryan, Sarah, Sarah,ablation, the,0.2383,0.2236,0.0025
"Then, Mark and Kyle had a long argument. Afterwards Kyle said to",791,1,3,4,5,6,7,12,13,14,15, Kyle, Mark, Kyle, Kyle, Mark, Mark,circuit, Mark,0.7227,0.7227,0.0012
"Then, Thomas and Elizabeth had a long argument, and afterwards Elizabeth said to",280,1,3,4,5,6,7,13,14,15,16, Elizabeth, Thomas, Elizabeth, Elizabeth, Thomas, Thomas,ablation, Thomas,0.3262,0.3262,0.0013
"While James and Christopher were commuting to the station, Christopher gave a snack to",639,1,2,3,4,5,6,11,12,15,16, Christopher, James, Christopher, Christopher, James, James,ablation, a,0.375,0.293,0.0003
"After Brandon and Joseph went to the school, Joseph gave a computer to",348,1,2,3,4,5,6,10,11,14,15, Joseph, Brandon, Joseph, Joseph, Brandon, Brandon,ablation, Brandon,0.459,0.459,0.002
Friends Justin and Matthew found a computer at the office. Matthew gave it to,940,1,2,3,4,5,6,12,13,15,16, Matthew, Justin, Matthew, Matthew, Justin, Justin,ablation, Justin,0.6562,0.6562,0.0002
Friends Ryan and David found a computer at the station. David gave it to,956,1,2,3,4,5,6,12,13,15,16, David, Ryan, David, David, Ryan, Ryan,eval, Ryan,0.4863,0.4863,0.0011
"Afterwards, Jacob and Crystal went to the garden. Crystal gave a ring to",712,1,4,5,6,7,8,12,13,16,17, Crystal, Jacob, Crystal, Crystal, Jacob, Jacob,ablation, Jacob,0.7227,0.7227,0.0002
"While Steven and Brian were working at the station, Brian gave a computer to",572,1,2,3,4,5,6,11,12,15,16, Brian, Steven, Brian, Brian, Steven, Steven,ablation, Steven,0.4883,0.4883,0.0009
"Then, Joseph and Christopher had a long argument, and afterwards Christopher said to",305,1,3,4,5,6,7,13,14,15,16, Christopher, Joseph, Christopher, Christopher, Joseph, Joseph,circuit, Joseph,0.5859,0.5859,0.0008
"Then, Jason and Jennifer had a lot of fun at the school. Jennifer gave a basketball to",91,1,3,4,5,6,7,15,16,19,20, Jennifer, Jason, Jennifer, Jennifer, Jason, Jason,ablation, Jason,0.7539,0.7539,0.0003
"Then, Adam and William were thinking about going to the hospital. William wanted to give a kiss to",225,1,3,4,5,6,7,14,15,20,21, William, Adam, William, William, Adam, Adam,ablation, the,0.334,0.0581,0.0007
"After Jason and Robert went to the hospital, Robert gave a snack to",359,1,2,3,4,5,6,10,11,14,15, Robert, Jason, Robert, Robert, Jason, Jason,ablation, the,0.291,0.0505,0.0005
"Then, Andrew and Matthew were thinking about going to the store. Matthew wanted to give a snack to",199,1,3,4,5,6,7,14,15,20,21, Matthew, Andrew, Matthew, Matthew, Andrew, Andrew,ablation, his,0.1875,0.0503,0.0003
Friends James and Jessica found a necklace at the office. Jessica gave it to,941,1,2,3,4,5,6,12,13,15,16, Jessica, James, Jessica, Jessica, James, James,ablation, James,0.6875,0.6875,0.0002
"Then, Steven and David went to the school. David gave a drink to",30,1,3,4,5,6,7,11,12,15,16, David, Steven, David, David, Steven, Steven,ablation, Steven,0.6484,0.6484,0.0004
"Afterwards, William and Justin went to the garden. Justin gave a computer to",716,1,4,5,6,7,8,12,13,16,17, Justin, William, Justin, Justin, William, William,ablation, William,0.4512,0.4512,0.0008
"While Elizabeth and Daniel were working at the house, Daniel gave a snack to",567,1,2,3,4,5,6,11,12,15,16, Daniel, Elizabeth, Daniel, Daniel, Elizabeth, Elizabeth,eval, the,0.2393,0.1748,0.0012
"Then, Jason and Jessica had a long argument, and afterwards Jessica said to",316,1,3,4,5,6,7,13,14,15,16, Jessica, Jason, Jessica, Jessica, Jason, Jason,ablation, Jason,0.4785,0.4785,0.0006
Friends Jason and Jessica found a bone at the restaurant. Jessica gave it to,914,1,2,3,4,5,6,12,13,15,16, Jessica, Jason, Jessica, Jessica, Jason, Jason,ablation, Jason,0.3594,0.3594,0.0004
"Then, William and Sarah had a long argument, and afterwards Sarah said to",297,1,3,4,5,6,7,13,14,15,16, Sarah, William, Sarah, Sarah, William, William,ablation, William,0.3887,0.3887,0.0008
"Then, Andrew and John had a long argument, and afterwards John said to",299,1,3,4,5,6,7,13,14,15,16, John, Andrew, John, John, Andrew, Andrew,ablation, Andrew,0.7266,0.7266,0.0014
"Then, Jason and Ryan were thinking about going to the restaurant. Ryan wanted to give a computer to",212,1,3,4,5,6,7,14,15,20,21, Ryan, Jason, Ryan, Ryan, Jason, Jason,eval, the,0.2871,0.1641,0.0008
The restaurant Jessica and Christopher went to had a bone. Christopher gave it to,850,1,3,4,5,6,7,12,13,15,16, Christopher, Jessica, Christopher, Christopher, Jessica, Jessica,ablation, a,0.2178,0.0552,0.0006
"When John and David got a bone at the office, David decided to give the bone to",490,1,2,3,4,5,6,12,13,18,19, David, John, David, David, John, John,ablation, John,0.4629,0.4629,0.0005
"When Brian and Daniel got a bone at the house, Daniel decided to give the bone to",498,1,2,3,4,5,6,12,13,18,19, Daniel, Brian, Daniel, Daniel, Brian, Brian,ablation, Brian,0.2969,0.2969,0.0021
"While Brian and Jennifer were commuting to the restaurant, Jennifer gave a kiss to",593,1,2,3,4,5,6,11,12,15,16, Jennifer, Brian, Jennifer, Jennifer, Brian, Brian,ablation, Brian,0.7266,0.7266,0.0002
"When Adam and Ryan got a necklace at the office, Ryan decided to give the necklace to",493,1,2,3,4,5,6,12,13,18,19, Ryan, Adam, Ryan, Ryan, Adam, Adam,ablation, Adam,0.2891,0.2891,0.0105
"Then, Justin and Brandon had a lot of fun at the garden. Brandon gave a basketball to",75,1,3,4,5,6,7,15,16,19,20, Brandon, Justin, Brandon, Brandon, Justin, Justin,ablation, Justin,0.7578,0.7578,0.0002
"Then, Sarah and Ryan had a long argument. Afterwards Ryan said to",798,1,3,4,5,6,7,12,13,14,15, Ryan, Sarah, Ryan, Ryan, Sarah, Sarah,ablation, Sarah,0.5508,0.5508,0.0012
"When Andrew and Jennifer got a snack at the house, Jennifer decided to give it to",439,1,2,3,4,5,6,12,13,17,18, Jennifer, Andrew, Jennifer, Jennifer, Andrew, Andrew,eval, her,0.2344,0.1426,0.0038
Friends Laura and Brandon found a kiss at the school. Brandon gave it to,921,1,2,3,4,5,6,12,13,15,16, Brandon, Laura, Brandon, Brandon, Laura, Laura,ablation, her,0.4297,0.4297,0.0001
Friends Sarah and Matthew found a computer at the office. Matthew gave it to,940,1,2,3,4,5,6,12,13,15,16, Matthew, Sarah, Matthew, Matthew, Sarah, Sarah,ablation, Sarah,0.5312,0.5312,0.0001
"After the lunch, Kyle and Kevin went to the garden. Kevin gave a ring to",648,1,5,6,7,8,9,13,14,17,18, Kevin, Kyle, Kevin, Kevin, Kyle, Kyle,eval, Kyle,0.6992,0.6992,0.0017
The office Anthony and Ryan went to had a snack. Ryan gave it to,879,1,3,4,5,6,7,12,13,15,16, Ryan, Anthony, Ryan, Ryan, Anthony, Anthony,ablation, Anthony,0.3242,0.3242,0.0052
"Then, Anthony and John were working at the house. John decided to give a necklace to",181,1,3,4,5,6,7,12,13,18,19, John, Anthony, John, John, Anthony, Anthony,ablation, Anthony,0.334,0.334,0.0023
"After the lunch, Jonathan and John went to the restaurant. John gave a kiss to",657,1,5,6,7,8,9,13,14,17,18, John, Jonathan, John, John, Jonathan, Jonathan,ablation, the,0.2412,0.2002,0.0088
"Then, William and Matthew had a long argument, and afterwards Matthew said to",309,1,3,4,5,6,7,13,14,15,16, Matthew, William, Matthew, Matthew, William, William,ablation, William,0.4727,0.4727,0.0003
"When Kyle and Brian got a computer at the restaurant, Brian decided to give the computer to",468,1,2,3,4,5,6,12,13,18,19, Brian, Kyle, Brian, Brian, Kyle, Kyle,ablation, the,0.2617,0.0908,0.0066
"Then, Thomas and Jason had a long argument. Afterwards Jason said to",812,1,3,4,5,6,7,12,13,14,15, Jason, Thomas, Jason, Jason, Thomas, Thomas,ablation, Thomas,0.6016,0.6016,0.0022
"While Emily and Jonathan were commuting to the hospital, Jonathan gave a computer to",612,1,2,3,4,5,6,11,12,15,16, Jonathan, Emily, Jonathan, Jonathan, Emily, Emily,ablation, Emily,0.373,0.373,0.0003
"Then, Sarah and James had a lot of fun at the school. James gave a necklace to",93,1,3,4,5,6,7,15,16,19,20, James, Sarah, James, James, Sarah, Sarah,ablation, Sarah,0.875,0.875,0.0001
"Then, Elizabeth and Sarah were thinking about going to the office. Sarah wanted to give a kiss to",233,1,3,4,5,6,7,14,15,20,21, Sarah, Elizabeth, Sarah, Sarah, Elizabeth, Elizabeth,ablation, her,0.3281,0.1758,0.0023
"When Elizabeth and Robert got a snack at the garden, Robert decided to give it to",399,1,2,3,4,5,6,12,13,17,18, Robert, Elizabeth, Robert, Robert, Elizabeth, Elizabeth,ablation, his,0.207,0.1338,0.0022
"Then, Matthew and Christopher had a long argument, and afterwards Christopher said to",300,1,3,4,5,6,7,13,14,15,16, Christopher, Matthew, Christopher, Christopher, Matthew, Matthew,ablation, Matthew,0.5469,0.5469,0.0006
"After the lunch, Jonathan and Justin went to the hospital. Justin gave a necklace to",677,1,5,6,7,8,9,13,14,17,18, Justin, Jonathan, Justin, Justin, Jonathan, Jonathan,ablation, his,0.2217,0.1348,0.0003
"While Adam and Anthony were working at the hospital, Anthony gave a computer to",548,1,2,3,4,5,6,11,12,15,16, Anthony, Adam, Anthony, Anthony, Adam, Adam,ablation, Adam,0.3008,0.3008,0.0005
"Then, Joseph and Robert went to the garden. Robert gave a drink to",14,1,3,4,5,6,7,11,12,15,16, Robert, Joseph, Robert, Robert, Joseph, Joseph,ablation, the,0.5156,0.084,0.0006
"Then, Andrew and Jennifer went to the restaurant. Jennifer gave a basketball to",19,1,3,4,5,6,7,11,12,15,16, Jennifer, Andrew, Jennifer, Jennifer, Andrew, Andrew,eval, the,0.3594,0.2188,0.0004
"When Brandon and Daniel got a bone at the restaurant, Daniel decided to give the bone to",466,1,2,3,4,5,6,12,13,18,19, Daniel, Brandon, Daniel, Daniel, Brandon, Brandon,circuit, Brandon,0.2734,0.2734,0.0005
"Then, Anthony and James were thinking about going to the store. James wanted to give a snack to",199,1,3,4,5,6,7,14,15,20,21, James, Anthony, James, James, Anthony, Anthony,eval, his,0.2383,0.0991,0.0005
"Then, Brian and John had a long argument, and afterwards John said to",291,1,3,4,5,6,7,13,14,15,16, John, Brian, John, John, Brian, Brian,ablation, Brian,0.6055,0.6055,0.001
"Then, Jacob and James had a long argument. Afterwards James said to",790,1,3,4,5,6,7,12,13,14,15, James, Jacob, James, James, Jacob, Jacob,ablation, Jacob,0.6445,0.6445,0.0072
Friends Robert and Christopher found a ring at the house. Christopher gave it to,944,1,2,3,4,5,6,12,13,15,16, Christopher, Robert, Christopher, Christopher, Robert, Robert,ablation, Robert,0.4121,0.4121,0.0005
The hospital Justin and John went to had a snack. John gave it to,871,1,3,4,5,6,7,12,13,15,16, John, Justin, John, John, Justin, Justin,ablation, Justin,0.4746,0.4746,0.0044
"When Jason and Daniel got a ring at the store, Daniel decided to give it to",384,1,2,3,4,5,6,12,13,17,18, Daniel, Jason, Daniel, Daniel, Jason, Jason,ablation, Jason,0.2832,0.2832,0.0016
"After Eric and John went to the store, John gave a ring to",320,1,2,3,4,5,6,10,11,14,15, John, Eric, John, John, Eric, Eric,ablation, Eric,0.668,0.668,0.0037
"When Justin and Jessica got a snack at the garden, Jessica decided to give the snack to",463,1,2,3,4,5,6,12,13,18,19, Jessica, Justin, Jessica, Jessica, Justin, Justin,ablation, Justin,0.3418,0.3418,0.002
The hospital Elizabeth and Matthew went to had a ring. Matthew gave it to,864,1,3,4,5,6,7,12,13,15,16, Matthew, Elizabeth, Matthew, Matthew, Elizabeth, Elizabeth,ablation, Elizabeth,0.7695,0.7695,0.0005
"While Kevin and Ryan were commuting to the house, Ryan gave a necklace to",629,1,2,3,4,5,6,11,12,15,16, Ryan, Kevin, Ryan, Ryan, Kevin, Kevin,ablation, Kevin,0.7812,0.7812,0.0009
"After Steven and Anthony went to the garden, Anthony gave a computer to",332,1,2,3,4,5,6,10,11,14,15, Anthony, Steven, Anthony, Anthony, Steven, Steven,ablation, Steven,0.6211,0.6211,0.0022
"After the lunch, Elizabeth and Brandon went to the garden. Brandon gave a bone to",650,1,5,6,7,8,9,13,14,17,18, Brandon, Elizabeth, Brandon, Brandon, Elizabeth, Elizabeth,ablation, the,0.3008,0.0522,0.0029
"While Anthony and Justin were working at the school, Justin gave a bone to",538,1,2,3,4,5,6,11,12,15,16, Justin, Anthony, Justin, Justin, Anthony, Anthony,ablation, Anthony,0.2676,0.2676,0.0005
"Then, Jonathan and David went to the house. David gave a bone to",50,1,3,4,5,6,7,11,12,15,16, David, Jonathan, David, David, Jonathan, Jonathan,ablation, his,0.3828,0.1318,0.0008
Friends Jonathan and Michael found a drink at the school. Michael gave it to,926,1,2,3,4,5,6,12,13,15,16, Michael, Jonathan, Michael, Michael, Jonathan, Jonathan,ablation, Jonathan,0.4375,0.4375,0.001
"Afterwards, John and Michael went to the store. Michael gave a drink to",710,1,4,5,6,7,8,12,13,16,17, Michael, John, Michael, Michael, John, John,circuit, each,0.2002,0.1465,0.0018
"After the lunch, Jonathan and Ryan went to the house. Ryan gave a drink to",694,1,5,6,7,8,9,13,14,17,18, Ryan, Jonathan, Ryan, Ryan, Jonathan, Jonathan,ablation, Jonathan,0.6133,0.6133,0.0002
"Then, Rachel and Elizabeth were thinking about going to the hospital. Elizabeth wanted to give a basketball to",227,1,3,4,5,6,7,14,15,20,21, Elizabeth, Rachel, Elizabeth, Elizabeth, Rachel, Rachel,ablation, the,0.377,0.0227,0.0024
"While Jennifer and Christopher were working at the garden, Christopher gave a kiss to",521,1,2,3,4,5,6,11,12,15,16, Christopher, Jennifer, Christopher, Christopher, Jennifer, Jennifer,ablation, Jennifer,0.6953,0.6953,0.0015
"Then, Robert and Michael had a long argument. Afterwards Michael said to",829,1,3,4,5,6,7,12,13,14,15, Michael, Robert, Michael, Michael, Robert, Robert,ablation, Robert,0.5586,0.5586,0.001
"When Andrew and David got a basketball at the school, David decided to give the basketball to",475,1,2,3,4,5,6,12,13,18,19, David, Andrew, David, David, Andrew, Andrew,ablation, Andrew,0.5625,0.5625,0.0018
"While Jennifer and Michael were commuting to the house, Michael gave a computer to",628,1,2,3,4,5,6,11,12,15,16, Michael, Jennifer, Michael, Michael, Jennifer, Jennifer,eval, Jennifer,0.4531,0.4531,0.0008
"Then, Kyle and Jennifer went to the school. Jennifer gave a computer to",28,1,3,4,5,6,7,11,12,15,16, Jennifer, Kyle, Jennifer, Jennifer, Kyle, Kyle,ablation, the,0.3828,0.1406,0.0005
"While Jonathan and Christopher were commuting to the house, Christopher gave a drink to",630,1,2,3,4,5,6,11,12,15,16, Christopher, Jonathan, Christopher, Christopher, Jonathan, Jonathan,ablation, Jonathan,0.5273,0.5273,0.0008
"Afterwards, Jason and Brandon went to the house. Brandon gave a computer to",756,1,4,5,6,7,8,12,13,16,17, Brandon, Jason, Brandon, Brandon, Jason, Jason,ablation, Jason,0.5078,0.5078,0.0002
"While Thomas and Adam were working at the school, Adam gave a computer to",540,1,2,3,4,5,6,11,12,15,16, Adam, Thomas, Adam, Adam, Thomas, Thomas,ablation, Thomas,0.543,0.543,0.0003
"After the lunch, Aaron and Kevin went to the office. Kevin gave a bone to",682,1,5,6,7,8,9,13,14,17,18, Kevin, Aaron, Kevin, Kevin, Aaron, Aaron,ablation, Aaron,0.3066,0.3066,0.0022
"When Eric and Christopher got a drink at the school, Christopher decided to give it to",414,1,2,3,4,5,6,12,13,17,18, Christopher, Eric, Christopher, Christopher, Eric, Eric,ablation, Eric,0.3789,0.3789,0.0014
The restaurant Kevin and Robert went to had a snack. Robert gave it to,855,1,3,4,5,6,7,12,13,15,16, Robert, Kevin, Robert, Robert, Kevin, Kevin,ablation, Kevin,0.6211,0.6211,0.0017
"Then, David and Michael had a long argument. Afterwards Michael said to",780,1,3,4,5,6,7,12,13,14,15, Michael, David, Michael, Michael, David, David,ablation, David,0.8164,0.8164,0.0005
"Then, Joseph and Matthew were working at the hospital. Matthew decided to give a bone to",162,1,3,4,5,6,7,12,13,18,19, Matthew, Joseph, Matthew, Matthew, Joseph, Joseph,ablation, Joseph,0.3262,0.3262,0.0008
"After Ryan and Christopher went to the garden, Christopher gave a necklace to",333,1,2,3,4,5,6,10,11,14,15, Christopher, Ryan, Christopher, Christopher, Ryan, Ryan,ablation, Ryan,0.4512,0.4512,0.0064
"Then, Robert and Jessica were working at the house. Jessica decided to give a drink to",182,1,3,4,5,6,7,12,13,18,19, Jessica, Robert, Jessica, Jessica, Robert, Robert,ablation, Robert,0.3887,0.3887,0.0006
"Then, Kyle and Thomas were working at the store. Thomas decided to give a ring to",128,1,3,4,5,6,7,12,13,18,19, Thomas, Kyle, Thomas, Thomas, Kyle, Kyle,ablation, Kyle,0.2812,0.2812,0.0017
"Then, Steven and Michael were thinking about going to the office. Michael wanted to give a kiss to",233,1,3,4,5,6,7,14,15,20,21, Michael, Steven, Michael, Michael, Steven, Steven,ablation, Steven,0.3438,0.3438,0.0009
"Then, Robert and Daniel were thinking about going to the store. Daniel wanted to give a computer to",196,1,3,4,5,6,7,14,15,20,21, Daniel, Robert, Daniel, Daniel, Robert, Robert,ablation, his,0.3184,0.0806,0.0021
"Then, Thomas and Anthony had a long argument, and afterwards Anthony said to",300,1,3,4,5,6,7,13,14,15,16, Anthony, Thomas, Anthony, Anthony, Thomas, Thomas,ablation, Thomas,0.5977,0.5977,0.0002
"After Andrew and Jessica went to the restaurant, Jessica gave a drink to",342,1,2,3,4,5,6,10,11,14,15, Jessica, Andrew, Jessica, Jessica, Andrew, Andrew,circuit, Andrew,0.416,0.416,0.0041
Friends Jessica and Michael found a snack at the house. Michael gave it to,951,1,2,3,4,5,6,12,13,15,16, Michael, Jessica, Michael, Michael, Jessica, Jessica,circuit, Jessica,0.7852,0.7852,0.0003
"While Sarah and Ryan were commuting to the office, Ryan gave a necklace to",621,1,2,3,4,5,6,11,12,15,16, Ryan, Sarah, Ryan, Ryan, Sarah, Sarah,ablation, Sarah,0.9102,0.9102,0.0001
"Then, Aaron and Daniel were working at the station. Daniel decided to give a basketball to",187,1,3,4,5,6,7,12,13,18,19, Daniel, Aaron, Daniel, Daniel, Aaron, Aaron,ablation, Aaron,0.1904,0.1904,0.0009
"Then, David and Jessica were working at the house. Jessica decided to give a computer to",180,1,3,4,5,6,7,12,13,18,19, Jessica, David, Jessica, Jessica, David, David,ablation, David,0.2969,0.2969,0.0026
"Then, Adam and Christopher went to the house. Christopher gave a computer to",52,1,3,4,5,6,7,11,12,15,16, Christopher, Adam, Christopher, Christopher, Adam, Adam,ablation, Adam,0.582,0.582,0.0003
"While Daniel and Michael were working at the store, Michael gave a snack to",519,1,2,3,4,5,6,11,12,15,16, Michael, Daniel, Michael, Michael, Daniel, Daniel,eval, Daniel,0.2656,0.2656,0.0005
"While Ryan and Michael were commuting to the garden, Michael gave a basketball to",587,1,2,3,4,5,6,11,12,15,16, Michael, Ryan, Michael, Michael, Ryan, Ryan,ablation, Ryan,0.8438,0.8438,0.002
"Then, Jonathan and Jessica had a lot of fun at the school. Jessica gave a snack to",95,1,3,4,5,6,7,15,16,19,20, Jessica, Jonathan, Jessica, Jessica, Jonathan, Jonathan,ablation, the,0.168,0.1079,0.0008
"After Anthony and Jessica went to the house, Jessica gave a computer to",372,1,2,3,4,5,6,10,11,14,15, Jessica, Anthony, Jessica, Jessica, Anthony, Anthony,ablation, Anthony,0.3594,0.3594,0.002
"When Jonathan and Jennifer got a snack at the school, Jennifer decided to give the snack to",479,1,2,3,4,5,6,12,13,18,19, Jennifer, Jonathan, Jennifer, Jennifer, Jonathan, Jonathan,ablation, Jonathan,0.4336,0.4336,0.0008
The school Justin and Jason went to had a drink. Jason gave it to,862,1,3,4,5,6,7,12,13,15,16, Jason, Justin, Jason, Jason, Justin, Justin,ablation, Justin,0.5,0.5,0.002
Friends Daniel and Christopher found a kiss at the office. Christopher gave it to,937,1,2,3,4,5,6,12,13,15,16, Christopher, Daniel, Christopher, Christopher, Daniel, Daniel,ablation, Daniel,0.668,0.668,0.0001
"Then, Justin and Jennifer had a long argument, and afterwards Jennifer said to",282,1,3,4,5,6,7,13,14,15,16, Jennifer, Justin, Jennifer, Jennifer, Justin, Justin,ablation, Justin,0.4766,0.4766,0.0005
"While Sarah and Daniel were working at the station, Daniel gave a ring to",568,1,2,3,4,5,6,11,12,15,16, Daniel, Sarah, Daniel, Daniel, Sarah, Sarah,circuit, Sarah,0.7617,0.7617,0.0008
"Then, Steven and Jessica were thinking about going to the school. Jessica wanted to give a drink to",222,1,3,4,5,6,7,14,15,20,21, Jessica, Steven, Jessica, Jessica, Steven, Steven,eval, Steven,0.4609,0.4609,0.0004
"While Elizabeth and Robert were working at the school, Robert gave a bone to",538,1,2,3,4,5,6,11,12,15,16, Robert, Elizabeth, Robert, Robert, Elizabeth, Elizabeth,eval, a,0.2402,0.165,0.001
